batch,sort,QID,PROPERTY,VALUE, admin note,date enhanced,method,note
2,856,Q18910,P11,Q18807,associate item with Linking Lost Jazz Shrines (Willoughby Temple),4/16/2020,batch (python),
2,857,Q18910,P8,"""Q65548907""",add wikidata QID (Willoughby Temple),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,858,Q18910,P9,https://www.wikidata.org/wiki/Q65548907,add wikidata URI (Willoughby Temple),4/16/2020,batch (python),
2,859,Q18911,P1,Q18806,assign to class (Wishco Manor),4/16/2020,batch (python),
2,860,Q18911,P11,Q18807,associate item with Linking Lost Jazz Shrines (Wishco Manor),4/16/2020,batch (python),
2,861,Q18912,P1,Q1,assign to class (Ahmed Abdul-Malik),4/16/2020,batch (python),
2,862,Q18912,P11,Q18807,associate item with Linking Lost Jazz Shrines (Ahmed Abdul-Malik),4/16/2020,batch (python),
2,863,Q18912,P8,"""Q401088""",add wikidata QID (Ahmed Abdul-Malik),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,864,Q18912,P9,https://www.wikidata.org/wiki/Q401088,add wikidata URI (Ahmed Abdul-Malik),4/16/2020,batch (python),
2,865,Q18913,P1,Q1,assign to class (Ahmed Abdullah),4/16/2020,batch (python),
2,866,Q18913,P11,Q18807,associate item with Linking Lost Jazz Shrines (Ahmed Abdullah),4/16/2020,batch (python),
2,867,Q18913,P8,"""Q401094""",add wikidata QID (Ahmed Abdullah),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,868,Q18913,P9,https://www.wikidata.org/wiki/Q401094,add wikidata URI (Ahmed Abdullah),4/16/2020,batch (python),
2,869,Q18914,P1,Q1,assign to class (Al Plank),4/16/2020,batch (python),
2,870,Q18914,P11,Q18807,associate item with Linking Lost Jazz Shrines (Al Plank),4/16/2020,batch (python),
2,871,Q18914,P8,"""Q65554923""",add wikidata QID (Al Plank),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,872,Q18914,P9,https://www.wikidata.org/wiki/Q65554923,add wikidata URI (Al Plank),4/16/2020,batch (python),
2,873,Q18915,P1,Q1,assign to class (Alma Carroll),4/16/2020,batch (python),
2,874,Q18915,P11,Q18807,associate item with Linking Lost Jazz Shrines (Alma Carroll),4/16/2020,batch (python),
2,875,Q18915,P8,"""Q61041693""",add wikidata QID (Alma Carroll),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,876,Q18915,P9,https://www.wikidata.org/wiki/Q61041693,add wikidata URI (Alma Carroll),4/16/2020,batch (python),
2,877,Q18916,P1,Q1,assign to class (Andre Strobert),4/16/2020,batch (python),
2,878,Q18916,P11,Q18807,associate item with Linking Lost Jazz Shrines (Andre Strobert),4/16/2020,batch (python),
2,879,Q18917,P1,Q1,assign to class (Armando Peraza),4/16/2020,batch (python),
2,880,Q18917,P11,Q18807,associate item with Linking Lost Jazz Shrines (Armando Peraza),4/16/2020,batch (python),
2,881,Q18917,P8,"""Q678703""",add wikidata QID (Armando Peraza),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,882,Q18917,P9,https://www.wikidata.org/wiki/Q678703,add wikidata URI (Armando Peraza),4/16/2020,batch (python),
2,883,Q18918,P1,Q1,assign to class (Ben Holliman),4/16/2020,batch (python),
2,884,Q18918,P11,Q18807,associate item with Linking Lost Jazz Shrines (Ben Holliman),4/16/2020,batch (python),
2,885,Q18919,P1,Q1,assign to class (Bernice Brooks),4/16/2020,batch (python),
2,886,Q18919,P11,Q18807,associate item with Linking Lost Jazz Shrines (Bernice Brooks),4/16/2020,batch (python),
2,887,Q18920,P1,Q1,assign to class (Bill Rutherford),4/16/2020,batch (python),
2,888,Q18920,P11,Q18807,associate item with Linking Lost Jazz Shrines (Bill Rutherford),4/16/2020,batch (python),
2,889,Q18920,P8,"""Q69925736""",add wikidata QID (Bill Rutherford),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,890,Q18920,P9,https://www.wikidata.org/wiki/Q69925736,add wikidata URI (Bill Rutherford),4/16/2020,batch (python),
2,891,Q18921,P1,Q1,assign to class (Deborah Harry),4/16/2020,batch (python),
2,892,Q18921,P11,Q18807,associate item with Linking Lost Jazz Shrines (Deborah Harry),4/16/2020,batch (python),
2,893,Q18921,P8,"""Q215026""",add wikidata QID (Deborah Harry),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,894,Q18921,P9,https://www.wikidata.org/wiki/Q215026,add wikidata URI (Deborah Harry),4/16/2020,batch (python),
2,895,Q18922,P1,Q1,assign to class (Bob Cunningham),4/16/2020,batch (python),
2,896,Q18922,P11,Q18807,associate item with Linking Lost Jazz Shrines (Bob Cunningham),4/16/2020,batch (python),
2,897,Q18922,P8,"""Q887872""",add wikidata QID (Bob Cunningham),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,898,Q18922,P9,https://www.wikidata.org/wiki/Q887872,add wikidata URI (Bob Cunningham),4/16/2020,batch (python),
2,899,Q18923,P1,Q1,assign to class (Bob Meyers),4/16/2020,batch (python),
2,900,Q18923,P11,Q18807,associate item with Linking Lost Jazz Shrines (Bob Meyers),4/16/2020,batch (python),
2,901,Q18923,P8,"""Q65548832""",add wikidata QID (Bob Meyers),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,902,Q18923,P9,https://www.wikidata.org/wiki/Q65548832,add wikidata URI (Bob Meyers),4/16/2020,batch (python),
2,903,Q18924,P1,Q1,assign to class (Bobby Timmons),4/16/2020,batch (python),
2,904,Q18924,P11,Q18807,associate item with Linking Lost Jazz Shrines (Bobby Timmons),4/16/2020,batch (python),
2,905,Q18924,P8,"""Q132341""",add wikidata QID (Bobby Timmons),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,906,Q18924,P9,https://www.wikidata.org/wiki/Q132341,add wikidata URI (Bobby Timmons),4/16/2020,batch (python),
2,907,Q18925,P1,Q1,assign to class (Buddy Williams),4/16/2020,batch (python),
2,908,Q18925,P11,Q18807,associate item with Linking Lost Jazz Shrines (Buddy Williams),4/16/2020,batch (python),
2,909,Q18925,P8,"""Q4984966""",add wikidata QID (Buddy Williams),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,910,Q18925,P9,https://www.wikidata.org/wiki/Q4984966,add wikidata URI (Buddy Williams),4/16/2020,batch (python),
2,911,Q18926,P1,Q1,assign to class (Burt Keyes),4/16/2020,batch (python),
2,912,Q18926,P11,Q18807,associate item with Linking Lost Jazz Shrines (Burt Keyes),4/16/2020,batch (python),
2,913,Q18926,P8,"""Q61812707""",add wikidata QID (Burt Keyes),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,914,Q18926,P9,https://www.wikidata.org/wiki/Q61812707,add wikidata URI (Burt Keyes),4/16/2020,batch (python),
2,915,Q18927,P1,Q1,assign to class (Cannon Miller),4/16/2020,batch (python),
2,916,Q18927,P11,Q18807,associate item with Linking Lost Jazz Shrines (Cannon Miller),4/16/2020,batch (python),
2,917,Q18928,P1,Q1,assign to class (Carlos Patato Valdes),4/16/2020,batch (python),
2,918,Q18928,P11,Q18807,associate item with Linking Lost Jazz Shrines (Carlos Patato Valdes),4/16/2020,batch (python),
2,919,Q18928,P8,"""Q947392""",add wikidata QID (Carlos Patato Valdes),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,920,Q18928,P9,https://www.wikidata.org/wiki/Q947392,add wikidata URI (Carlos Patato Valdes),4/16/2020,batch (python),
2,921,Q18929,P1,Q1,assign to class (Carlos Garnett),4/16/2020,batch (python),
2,922,Q18929,P11,Q18807,associate item with Linking Lost Jazz Shrines (Carlos Garnett),4/16/2020,batch (python),
2,923,Q18929,P8,"""Q212339""",add wikidata QID (Carlos Garnett),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,924,Q18929,P9,https://www.wikidata.org/wiki/Q212339,add wikidata URI (Carlos Garnett),4/16/2020,batch (python),
2,925,Q18930,P1,Q1,assign to class (Cecil Bolden),4/16/2020,batch (python),
2,926,Q18930,P11,Q18807,associate item with Linking Lost Jazz Shrines (Cecil Bolden),4/16/2020,batch (python),
2,927,Q18931,P1,Q1,assign to class (Cecil Payne),4/16/2020,batch (python),
2,928,Q18931,P11,Q18807,associate item with Linking Lost Jazz Shrines (Cecil Payne),4/16/2020,batch (python),
2,929,Q18931,P8,"""Q485927""",add wikidata QID (Cecil Payne),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,930,Q18931,P9,https://www.wikidata.org/wiki/Q485927,add wikidata URI (Cecil Payne),4/16/2020,batch (python),
2,931,Q18932,P1,Q1,assign to class (Chief Bey),4/16/2020,batch (python),
2,932,Q18932,P11,Q18807,associate item with Linking Lost Jazz Shrines (Chief Bey),4/16/2020,batch (python),
2,933,Q18932,P8,"""Q5096668""",add wikidata QID (Chief Bey),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,934,Q18932,P9,https://www.wikidata.org/wiki/Q5096668,add wikidata URI (Chief Bey),4/16/2020,batch (python),
2,935,Q18933,P1,Q1,assign to class (Clifford Jarvis),4/16/2020,batch (python),
2,936,Q18933,P11,Q18807,associate item with Linking Lost Jazz Shrines (Clifford Jarvis),4/16/2020,batch (python),
2,937,Q18933,P8,"""Q356881""",add wikidata QID (Clifford Jarvis),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,938,Q18933,P9,https://www.wikidata.org/wiki/Q356881,add wikidata URI (Clifford Jarvis),4/16/2020,batch (python),
2,939,Q18934,P1,Q1,assign to class (Curtis Mayfield),4/16/2020,batch (python),
2,940,Q18934,P11,Q18807,associate item with Linking Lost Jazz Shrines (Curtis Mayfield),4/16/2020,batch (python),
2,941,Q18934,P8,"""Q310170""",add wikidata QID (Curtis Mayfield),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,942,Q18934,P9,https://www.wikidata.org/wiki/Q310170,add wikidata URI (Curtis Mayfield),4/16/2020,batch (python),
2,943,Q18935,P1,Q1,assign to class (Enos Payne),4/16/2020,batch (python),
2,944,Q18935,P11,Q18807,associate item with Linking Lost Jazz Shrines (Enos Payne),4/16/2020,batch (python),
2,945,Q18935,P8,"""Q65554916""",add wikidata QID (Enos Payne),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,946,Q18935,P9,https://www.wikidata.org/wiki/Q65554916,add wikidata URI (Enos Payne),4/16/2020,batch (python),
2,947,Q18936,P1,Q1,assign to class (Donald Sangster),4/16/2020,batch (python),
2,948,Q18936,P11,Q18807,associate item with Linking Lost Jazz Shrines (Donald Sangster),4/16/2020,batch (python),
2,949,Q18936,P8,"""Q65554926""",add wikidata QID (Donald Sangster),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,950,Q18936,P9,https://www.wikidata.org/wiki/Q65554926,add wikidata URI (Donald Sangster),4/16/2020,batch (python),
2,951,Q18937,P1,Q1,assign to class (Doug Carn),4/16/2020,batch (python),
2,952,Q18937,P11,Q18807,associate item with Linking Lost Jazz Shrines (Doug Carn),4/16/2020,batch (python),
2,953,Q18937,P8,"""Q2787266""",add wikidata QID (Doug Carn),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,954,Q18937,P9,https://www.wikidata.org/wiki/Q2787266,add wikidata URI (Doug Carn),4/16/2020,batch (python),
2,955,Q18938,P1,Q1,assign to class (Ed Beach),4/16/2020,batch (python),
2,956,Q18938,P11,Q18807,associate item with Linking Lost Jazz Shrines (Ed Beach),4/16/2020,batch (python),
2,957,Q18939,P1,Q1,assign to class (Eddie Freeman),4/16/2020,batch (python),
2,958,Q18939,P11,Q18807,associate item with Linking Lost Jazz Shrines (Eddie Freeman),4/16/2020,batch (python),
2,959,Q18939,P8,"""Q5336042""",add wikidata QID (Eddie Freeman),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,960,Q18939,P9,https://www.wikidata.org/wiki/Q5336042,add wikidata URI (Eddie Freeman),4/16/2020,batch (python),
2,961,Q18940,P1,Q1,assign to class (Eddie Hamilton),4/16/2020,batch (python),
2,962,Q18940,P11,Q18807,associate item with Linking Lost Jazz Shrines (Eddie Hamilton),4/16/2020,batch (python),
2,963,Q18941,P1,Q1,assign to class (Edwin Stoute),4/16/2020,batch (python),
2,964,Q18941,P11,Q18807,associate item with Linking Lost Jazz Shrines (Edwin Stoute),4/16/2020,batch (python),
2,965,Q18941,P8,"""Q65554906""",add wikidata QID (Edwin Stoute),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,966,Q18941,P9,https://www.wikidata.org/wiki/Q65554906,add wikidata URI (Edwin Stoute),4/16/2020,batch (python),
2,967,Q18942,P1,Q1,assign to class (Elaine Applin),4/16/2020,batch (python),
2,968,Q18942,P11,Q18807,associate item with Linking Lost Jazz Shrines (Elaine Applin),4/16/2020,batch (python),
2,969,Q18943,P1,Q1,assign to class (Ernie Henry),4/16/2020,batch (python),
2,970,Q18943,P11,Q18807,associate item with Linking Lost Jazz Shrines (Ernie Henry),4/16/2020,batch (python),
2,971,Q18943,P8,"""Q1356914""",add wikidata QID (Ernie Henry),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,972,Q18943,P9,https://www.wikidata.org/wiki/Q1356914,add wikidata URI (Ernie Henry),4/16/2020,batch (python),
2,973,Q18944,P1,Q1,assign to class (Etta Jones),4/16/2020,batch (python),
2,974,Q18944,P11,Q18807,associate item with Linking Lost Jazz Shrines (Etta Jones),4/16/2020,batch (python),
2,975,Q18944,P8,"""Q463113""",add wikidata QID (Etta Jones),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,976,Q18944,P9,https://www.wikidata.org/wiki/Q463113,add wikidata URI (Etta Jones),4/16/2020,batch (python),
2,977,Q18945,P1,Q1,assign to class (Fab Five Freddy),4/16/2020,batch (python),
2,978,Q18945,P11,Q18807,associate item with Linking Lost Jazz Shrines (Fab Five Freddy),4/16/2020,batch (python),
2,979,Q18945,P8,"""Q958532""",add wikidata QID (Fab Five Freddy),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,980,Q18945,P9,https://www.wikidata.org/wiki/Q958532,add wikidata URI (Fab Five Freddy),4/16/2020,batch (python),
2,981,Q18946,P1,Q1,assign to class (Frankie Lyman),4/16/2020,batch (python),
2,982,Q18946,P11,Q18807,associate item with Linking Lost Jazz Shrines (Frankie Lyman),4/16/2020,batch (python),
2,983,Q18946,P8,"""Q683420""",add wikidata QID (Frankie Lyman),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,984,Q18946,P9,https://www.wikidata.org/wiki/Q683420,add wikidata URI (Frankie Lyman),4/16/2020,batch (python),
2,985,Q18947,P1,Q1,"assign to class (Fred Braithwaite, Sr.)",4/16/2020,batch (python),
2,986,Q18947,P11,Q18807,"associate item with Linking Lost Jazz Shrines (Fred Braithwaite, Sr.)",4/16/2020,batch (python),
2,987,Q18947,P8,"""Q65554917""","add wikidata QID (Fred Braithwaite, Sr.)",4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,988,Q18947,P9,https://www.wikidata.org/wiki/Q65554917,"add wikidata URI (Fred Braithwaite, Sr.)",4/16/2020,batch (python),
2,989,Q18948,P1,Q1,assign to class (Freddie Cole),4/16/2020,batch (python),
2,990,Q18948,P11,Q18807,associate item with Linking Lost Jazz Shrines (Freddie Cole),4/16/2020,batch (python),
2,991,Q18948,P8,"""Q180408""",add wikidata QID (Freddie Cole),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,992,Q18948,P9,https://www.wikidata.org/wiki/Q180408,add wikidata URI (Freddie Cole),4/16/2020,batch (python),
2,993,Q18949,P1,Q1,assign to class (Gary Bartz),4/16/2020,batch (python),
2,994,Q18949,P11,Q18807,associate item with Linking Lost Jazz Shrines (Gary Bartz),4/16/2020,batch (python),
2,995,Q18949,P8,"""Q1494823""",add wikidata QID (Gary Bartz),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,996,Q18949,P9,https://www.wikidata.org/wiki/Q1494823,add wikidata URI (Gary Bartz),4/16/2020,batch (python),
2,997,Q18950,P1,Q1,assign to class (Gil Coggins),4/16/2020,batch (python),
2,998,Q18950,P11,Q18807,associate item with Linking Lost Jazz Shrines (Gil Coggins),4/16/2020,batch (python),
2,999,Q18950,P8,"""Q1523803""",add wikidata QID (Gil Coggins),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1000,Q18950,P9,https://www.wikidata.org/wiki/Q1523803,add wikidata URI (Gil Coggins),4/16/2020,batch (python),
2,1001,Q18951,P1,Q1,assign to class (Grant Green),4/16/2020,batch (python),
2,1002,Q18951,P11,Q18807,associate item with Linking Lost Jazz Shrines (Grant Green),4/16/2020,batch (python),
2,1003,Q18951,P8,"""Q601427""",add wikidata QID (Grant Green),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1004,Q18951,P9,https://www.wikidata.org/wiki/Q601427,add wikidata URI (Grant Green),4/16/2020,batch (python),
2,1005,Q18952,P1,Q1,assign to class (Haki R. Madhubuti),4/16/2020,batch (python),
2,1006,Q18952,P11,Q18807,associate item with Linking Lost Jazz Shrines (Haki R. Madhubuti),4/16/2020,batch (python),
2,1007,Q18952,P8,"""Q5640451""",add wikidata QID (Haki R. Madhubuti),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1008,Q18952,P9,https://www.wikidata.org/wiki/Q5640451,add wikidata URI (Haki R. Madhubuti),4/16/2020,batch (python),
2,1009,Q18953,P1,Q1,assign to class (Harold Cumberbatch),4/16/2020,batch (python),
2,1010,Q18953,P11,Q18807,associate item with Linking Lost Jazz Shrines (Harold Cumberbatch),4/16/2020,batch (python),
2,1011,Q18953,P8,"""Q69103316""",add wikidata QID (Harold Cumberbatch),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1012,Q18953,P9,https://www.wikidata.org/wiki/Q69103316,add wikidata URI (Harold Cumberbatch),4/16/2020,batch (python),
2,1013,Q18954,P1,Q1,assign to class (Harold Mabern),4/16/2020,batch (python),
2,1014,Q18954,P11,Q18807,associate item with Linking Lost Jazz Shrines (Harold Mabern),4/16/2020,batch (python),
2,1015,Q18954,P8,"""Q323490""",add wikidata QID (Harold Mabern),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1016,Q18954,P9,https://www.wikidata.org/wiki/Q323490,add wikidata URI (Harold Mabern),4/16/2020,batch (python),
2,1017,Q18955,P1,Q1,assign to class (Harold Valle),4/16/2020,batch (python),
2,1018,Q18955,P11,Q18807,associate item with Linking Lost Jazz Shrines (Harold Valle),4/16/2020,batch (python),
2,1019,Q18955,P8,"""Q65554903""",add wikidata QID (Harold Valle),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1020,Q18955,P9,https://www.wikidata.org/wiki/Q65554903,add wikidata URI (Harold Valle),4/16/2020,batch (python),
2,1021,Q18956,P1,Q1,assign to class (Irvin Burgie),4/16/2020,batch (python),
2,1022,Q18956,P11,Q18807,associate item with Linking Lost Jazz Shrines (Irvin Burgie),4/16/2020,batch (python),
2,1023,Q18957,P1,Q1,assign to class (James Spaulding),4/16/2020,batch (python),
2,1024,Q18957,P11,Q18807,associate item with Linking Lost Jazz Shrines (James Spaulding),4/16/2020,batch (python),
2,1025,Q18957,P8,"""Q1681118""",add wikidata QID (James Spaulding),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1026,Q18957,P9,https://www.wikidata.org/wiki/Q1681118,add wikidata URI (James Spaulding),4/16/2020,batch (python),
2,1027,Q18958,P1,Q1,assign to class (James Sykes),4/16/2020,batch (python),
2,1028,Q18958,P11,Q18807,associate item with Linking Lost Jazz Shrines (James Sykes),4/16/2020,batch (python),
2,1029,Q18959,P1,Q1,assign to class (Jean Cam),4/16/2020,batch (python),
2,1030,Q18959,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jean Cam),4/16/2020,batch (python),
2,1031,Q18960,P1,Q1,assign to class (Jean Carn),4/16/2020,batch (python),
2,1032,Q18960,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jean Carn),4/16/2020,batch (python),
2,1033,Q18960,P8,"""Q6170374""",add wikidata QID (Jean Carn),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1034,Q18960,P9,https://www.wikidata.org/wiki/Q6170374,add wikidata URI (Jean Carn),4/16/2020,batch (python),
2,1035,Q18961,P1,Q1,assign to class (Jean Michel Basquiat),4/16/2020,batch (python),
2,1036,Q18961,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jean Michel Basquiat),4/16/2020,batch (python),
2,1037,Q18961,P8,"""Q155407""",add wikidata QID (Jean Michel Basquiat),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1038,Q18961,P9,https://www.wikidata.org/wiki/Q155407,add wikidata URI (Jean Michel Basquiat),4/16/2020,batch (python),
2,1039,Q18962,P1,Q1,assign to class (Jean Spaulding),4/16/2020,batch (python),
2,1040,Q18962,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jean Spaulding),4/16/2020,batch (python),
2,1041,Q18963,P1,Q1,assign to class (Jennifer Scott),4/16/2020,batch (python),
2,1042,Q18963,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jennifer Scott),4/16/2020,batch (python),
2,1043,Q18964,P1,Q1,assign to class (Jim Harrison),4/16/2020,batch (python),
2,1044,Q18964,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jim Harrison),4/16/2020,batch (python),
2,1045,Q18965,P1,Q1,assign to class (Jimmy Gittens),4/16/2020,batch (python),
2,1046,Q18965,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jimmy Gittens),4/16/2020,batch (python),
2,1047,Q18965,P8,"""Q65554918""",add wikidata QID (Jimmy Gittens),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1048,Q18965,P9,https://www.wikidata.org/wiki/Q65554918,add wikidata URI (Jimmy Gittens),4/16/2020,batch (python),
2,1049,Q18966,P1,Q1,assign to class (Jimmy Morton),4/16/2020,batch (python),
2,1050,Q18966,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jimmy Morton),4/16/2020,batch (python),
2,1051,Q18966,P8,"""Q65554908""",add wikidata QID (Jimmy Morton),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1052,Q18966,P9,https://www.wikidata.org/wiki/Q65554908,add wikidata URI (Jimmy Morton),4/16/2020,batch (python),
2,1053,Q18967,P1,Q1,assign to class (Jitu Weusi),4/16/2020,batch (python),
2,1054,Q18967,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jitu Weusi),4/16/2020,batch (python),
2,1055,Q18967,P8,"""Q55418244""",add wikidata QID (Jitu Weusi),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1056,Q18967,P9,https://www.wikidata.org/wiki/Q55418244,add wikidata URI (Jitu Weusi),4/16/2020,batch (python),
2,1057,Q18968,P1,Q1,assign to class (Jo Ann Cheatham),4/16/2020,batch (python),
2,1058,Q18968,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jo Ann Cheatham),4/16/2020,batch (python),
2,1059,Q18968,P8,"""Q65548169""",add wikidata QID (Jo Ann Cheatham),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1060,Q18968,P9,https://www.wikidata.org/wiki/Q65548169,add wikidata URI (Jo Ann Cheatham),4/16/2020,batch (python),
2,1061,Q18969,P1,Q1,assign to class (Joe Carroll),4/16/2020,batch (python),
2,1062,Q18969,P11,Q18807,associate item with Linking Lost Jazz Shrines (Joe Carroll),4/16/2020,batch (python),
2,1063,Q18969,P8,"""Q916929""",add wikidata QID (Joe Carroll),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1064,Q18969,P9,https://www.wikidata.org/wiki/Q916929,add wikidata URI (Joe Carroll),4/16/2020,batch (python),
2,1065,Q18970,P1,Q1,assign to class (Joe Knight),4/16/2020,batch (python),
2,1066,Q18970,P11,Q18807,associate item with Linking Lost Jazz Shrines (Joe Knight),4/16/2020,batch (python),
2,1067,Q18970,P8,"""Q55820361""",add wikidata QID (Joe Knight),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1068,Q18970,P9,https://www.wikidata.org/wiki/Q55820361,add wikidata URI (Joe Knight),4/16/2020,batch (python),
2,1069,Q18971,P1,Q1,assign to class (Joe Long),4/16/2020,batch (python),
2,1070,Q18971,P11,Q18807,associate item with Linking Lost Jazz Shrines (Joe Long),4/16/2020,batch (python),
2,1071,Q18971,P8,"""Q3433512""",add wikidata QID (Joe Long),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1072,Q18971,P9,https://www.wikidata.org/wiki/Q3433512,add wikidata URI (Joe Long),4/16/2020,batch (python),
2,1073,Q18972,P1,Q1,assign to class (John Orr),4/16/2020,batch (python),
2,1074,Q18972,P11,Q18807,associate item with Linking Lost Jazz Shrines (John Orr),4/16/2020,batch (python),
2,1075,Q18973,P1,Q1,assign to class (John Stevenson),4/16/2020,batch (python),
2,1076,Q18973,P11,Q18807,associate item with Linking Lost Jazz Shrines (John Stevenson),4/16/2020,batch (python),
2,1077,Q18973,P8,"""Q69103541""",add wikidata QID (John Stevenson),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1078,Q18973,P9,https://www.wikidata.org/wiki/Q69103541,add wikidata URI (John Stevenson),4/16/2020,batch (python),
2,1079,Q18974,P1,Q1,assign to class (Jymie Merritt),4/16/2020,batch (python),
2,1080,Q18974,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jymie Merritt),4/16/2020,batch (python),
2,1081,Q18974,P8,"""Q1714736""",add wikidata QID (Jymie Merritt),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1082,Q18974,P9,https://www.wikidata.org/wiki/Q1714736,add wikidata URI (Jymie Merritt),4/16/2020,batch (python),
2,1083,Q18975,P1,Q1,assign to class (Kaitlyn Greenidge),4/16/2020,batch (python),
2,1084,Q18975,P11,Q18807,associate item with Linking Lost Jazz Shrines (Kaitlyn Greenidge),4/16/2020,batch (python),
2,1085,Q18976,P1,Q1,assign to class (Keisha St Joan),4/16/2020,batch (python),
2,1086,Q18976,P11,Q18807,associate item with Linking Lost Jazz Shrines (Keisha St Joan),4/16/2020,batch (python),
2,1087,Q18976,P8,"""Q65554904""",add wikidata QID (Keisha St Joan),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1088,Q18976,P9,https://www.wikidata.org/wiki/Q65554904,add wikidata URI (Keisha St Joan),4/16/2020,batch (python),
2,1089,Q18977,P1,Q1,assign to class (Kenny G),4/16/2020,batch (python),
2,1090,Q18977,P11,Q18807,associate item with Linking Lost Jazz Shrines (Kenny G),4/16/2020,batch (python),
2,1091,Q18977,P8,"""Q295777""",add wikidata QID (Kenny G),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1092,Q18977,P9,https://www.wikidata.org/wiki/Q295777,add wikidata URI (Kenny G),4/16/2020,batch (python),
2,1093,Q18978,P1,Q1,assign to class (Kenyatta Beasley),4/16/2020,batch (python),
2,1094,Q18978,P11,Q18807,associate item with Linking Lost Jazz Shrines (Kenyatta Beasley),4/16/2020,batch (python),
2,1095,Q18978,P8,"""Q61742206""",add wikidata QID (Kenyatta Beasley),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,1096,Q18978,P9,https://www.wikidata.org/wiki/Q61742206,add wikidata URI (Kenyatta Beasley),4/16/2020,batch (python),
2,1097,Q18979,P1,Q1,assign to class (Kiane Ziwadi),4/16/2020,batch (python),
2,1098,Q18979,P11,Q18807,associate item with Linking Lost Jazz Shrines (Kiane Ziwadi),4/16/2020,batch (python),
2,1099,Q18979,P8,"""Q822606""",add wikidata QID (Kiane Ziwadi),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
