batch,sort,QID,PROPERTY,VALUE, admin note,date enhanced,method,note
1,300,Q18906,Len,"""Village Gate""",add label,4/3/2020,manual,
1,301,Q18907,Len,"""Wells""",add label,4/3/2020,manual,
1,302,Q18908,Aen,"""West End Café""",add alias,4/3/2020,manual,
1,303,Q18908,Len,"""West End Cafe""",add label,4/3/2020,manual,
1,304,Q18909,Len,"""Williamsburg Music Center""",add label,4/3/2020,manual,
1,305,Q18910,Aen,"""The Universal Temple""",add alias,4/3/2020,manual,
1,306,Q18910,Len,"""Willoughby Temple""",add label,4/3/2020,manual,
1,307,Q18911,Len,"""Wishco Manor""",add label,4/3/2020,manual,
1,308,Q18912,Len,"""Ahmed Abdul-Malik""",add label,4/3/2020,manual,
1,309,Q18913,Len,"""Ahmed Abdullah""",add label,4/3/2020,manual,
1,310,Q18914,Len,"""Al Plank""",add label,4/3/2020,manual,
1,311,Q18915,Len,"""Alma Carroll""",add label,4/3/2020,manual,
1,312,Q18916,Len,"""Andre Strobert""",add label,4/3/2020,manual,
1,313,Q18917,Len,"""Armando Peraza""",add label,4/3/2020,manual,
1,314,Q18918,Len,"""Ben Holliman""",add label,4/3/2020,manual,
1,315,Q18919,Len,"""Bernice Brooks""",add label,4/3/2020,manual,
1,316,Q18920,Len,"""Bill Rutherford""",add label,4/3/2020,manual,
1,317,Q18921,Aen,"""Blondie""",add label,4/3/2020,manual,
1,318,Q18921,Len,"""Deborah Harry""",add label,4/3/2020,manual,
1,319,Q18922,Len,"""Bob Cunningham""",add label,4/3/2020,manual,
1,320,Q18923,Len,"""Bob Meyers""",add label,4/3/2020,manual,
1,321,Q18924,Len,"""Bobby Timmons""",add label,4/3/2020,manual,
1,322,Q18925,Len,"""Buddy Williams""",add label,4/3/2020,manual,
1,323,Q18926,Len,"""Burt Keyes""",add label,4/3/2020,manual,
1,324,Q18927,Len,"""Cannon Miller""",add label,4/3/2020,manual,
1,325,Q18928,Aen,"""Carlos Valdes""",add alias,4/3/2020,manual,
1,326,Q18928,Aen,"""Patato""",add alias,4/3/2020,manual,
1,327,Q18928,Len,"""Carlos ""Patato"" Valdes""",add label,4/3/2020,manual,
1,328,Q18929,Len,"""Carlos Garnett""",add label,4/3/2020,manual,
1,329,Q18930,Len,"""Cecil Bolden""",add label,4/3/2020,manual,
1,330,Q18931,Len,"""Cecil Payne""",add label,4/3/2020,manual,
1,331,Q18932,Aen,"""James Hawthorne Bey""",add alias,4/3/2020,manual,
1,332,Q18932,Len,"""Chief Bey""",add label,4/3/2020,manual,
1,333,Q18933,Len,"""Clifford Jarvis""",add label,4/3/2020,manual,
1,334,Q18934,Len,"""Curtis Mayfield""",add label,4/3/2020,manual,
1,335,Q18935,Len,"""Enos Payne""",add label,4/3/2020,manual,
1,336,Q18936,Len,"""Donald Sangster""",add label,4/3/2020,manual,
1,337,Q18937,Len,"""Doug Carn""",add label,4/3/2020,manual,
1,338,Q18938,Len,"""Ed Beach""",add label,4/3/2020,manual,
1,339,Q18939,Len,"""Eddie Freeman""",add label,4/3/2020,manual,
1,340,Q18940,Len,"""Eddie Hamilton""",add label,4/3/2020,manual,
1,341,Q18941,Aen,"""Ed Stoute""",add alias,4/3/2020,manual,
1,342,Q18941,Len,"""Edwin Stoute""",add label,4/3/2020,manual,
1,343,Q18942,Len,"""Elaine Applin""",add label,4/3/2020,manual,
1,344,Q18943,Len,"""Ernie Henry""",add label,4/3/2020,manual,
1,345,Q18944,Len,"""Etta Jones""",add label,4/3/2020,manual,
1,346,Q18945,Aen,"""Fred Braithwaite, Jr.""",add alias,4/3/2020,manual,
1,347,Q18945,Aen,"""Freddy ""Fab Five Freddy"" Braithwaite""",add alias,4/3/2020,manual,
1,348,Q18945,Aen,Freddy Braithwaite,add alias,4/3/2020,manual,
1,349,Q18945,Len,"""Fab Five Freddy""",add label,4/3/2020,manual,
1,350,Q18946,Len,"""Frankie Lyman""",add label,4/3/2020,manual,
1,351,Q18947,Len,"""Fred Braithwaite, Sr.""",add label,4/3/2020,manual,
1,352,Q18948,Len,"""Freddie Cole""",add label,4/3/2020,manual,
1,353,Q18949,Len,"""Gary Bartz""",add label,4/3/2020,manual,
1,354,Q18950,Len,"""Gil Coggins""",add label,4/3/2020,manual,
1,355,Q18951,Len,"""Grant Green""",add label,4/3/2020,manual,
1,356,Q18952,Aen,"""Don Lee""",add alias,4/3/2020,manual,
1,357,Q18952,Aen,"""Donald Lee""",add alias,4/3/2020,manual,
1,358,Q18952,Aen,"""Haki Madhubuti""",add alias,4/3/2020,manual,
1,359,Q18952,Len,"""Haki R. Madhubuti""",add label,4/3/2020,manual,
1,360,Q18953,Len,"""Harold Cumberbatch""",add label,4/3/2020,manual,
1,361,Q18954,Len,"""Harold Mabern""",add label,4/3/2020,manual,
1,362,Q18955,Len,"""Harold Valle""",add label,4/3/2020,manual,
1,363,Q18956,Len,"""Irvin Burgie""",add label,4/3/2020,manual,
1,364,Q18957,Aen,"""Jimmy Spaulding""",add alias,4/3/2020,manual,
1,365,Q18957,Len,"""James Spaulding""",add label,4/3/2020,manual,
1,366,Q18958,Len,"""James Sykes""",add label,4/3/2020,manual,
1,367,Q18959,Len,"""Jean Cam""",add label,4/3/2020,manual,
1,368,Q18960,Aen,"""Jean Carne""",add alias,4/3/2020,manual,
1,369,Q18960,Len,"""Jean Carn""",add label,4/3/2020,manual,
1,370,Q18961,Len,"""Jean Michel Basquiat""",add label,4/3/2020,manual,
1,371,Q18962,Len,"""Jean Spaulding""",add label,4/3/2020,manual,
1,372,Q18963,Len,"""Jennifer Scott""",add label,4/3/2020,manual,
1,373,Q18964,Len,"""Jim Harrison""",add label,4/3/2020,manual,
1,374,Q18965,Len,"""Jimmy Gittens""",add label,4/3/2020,manual,
1,375,Q18966,Len,"""Jimmy Morton""",add label,4/3/2020,manual,
1,376,Q18967,Aen,"""Big Black Weusi""",add alias,4/3/2020,manual,
1,377,Q18967,Aen,"""Big Black""",add alias,4/3/2020,manual,
1,378,Q18967,Aen,"""Jitu ""Big Black"" Weusi""",add alias,4/3/2020,manual,
1,379,Q18967,Aen,"""Leslie R. Campbell""",add alias,4/3/2020,manual,
1,380,Q18967,Len,"""Jitu Weusi""",add label,4/3/2020,manual,
1,381,Q18968,Len,"""Jo Ann Cheatham""",add label,4/3/2020,manual,
1,382,Q18969,Len,"""Joe Carroll""",add label,4/3/2020,manual,
1,383,Q18970,Aen,"""Earl Knight""",add alias,4/3/2020,manual,
1,384,Q18970,Len,"""Joe Knight""",add label,4/3/2020,manual,
1,385,Q18971,Len,"""Joe Long""",add label,4/3/2020,manual,
1,386,Q18972,Len,"""John Orr""",add label,4/3/2020,manual,
1,387,Q18973,Len,"""John Stevenson""",add label,4/3/2020,manual,
1,388,Q18974,Len,"""Jymie Merritt""",add label,4/3/2020,manual,
1,389,Q18975,Len,"""Kaitlyn Greenidge""",add label,4/3/2020,manual,
1,390,Q18976,Len,"""Keisha St. Joan""",add label,4/3/2020,manual,
1,391,Q18977,Len,"""Kenny G""",add label,4/3/2020,manual,
1,392,Q18978,Len,"""Kenyatta Beasley""",add label,4/3/2020,manual,
1,393,Q18979,Len,"""Kiane Ziwadi""",add label,4/3/2020,manual,
1,394,Q18980,Aen,"""Mensah""",add alias,4/3/2020,manual,
1,395,Q18980,Len,"""Kwesi Mensah Wali""",add label,4/3/2020,manual,
1,396,Q18981,Len,"""Larry Ridley""",add label,4/3/2020,manual,
1,397,Q18982,Len,"""Lefty Morris""",add label,4/3/2020,manual,
1,398,Q18983,Len,"""Leon Thomas""",add label,4/3/2020,manual,
1,399,Q18984,Len,"""Leonard Hawkins""",add label,4/3/2020,manual,
1,400,Q18985,Len,"""Leroy Applin""",add label,4/3/2020,manual,
1,401,Q18986,Len,"""Louis Hayes""",add label,4/3/2020,manual,
1,402,Q18987,Aen,"""Luis Reyes Rivera""",add alias,4/3/2020,manual,
1,403,Q18987,Len,"""Louis Rivera-Reyes""",add label,4/3/2020,manual,
1,404,Q18988,Len,"""Lucky Emmett""",add label,4/3/2020,manual,
1,405,Q18989,Len,"""Marge Elliott""",add label,4/3/2020,manual,
1,406,Q18990,Len,"""Maurice Brown""",add label,4/3/2020,manual,
1,407,Q18991,Len,"""Maxine Gordon""",add label,4/3/2020,manual,
1,408,Q18992,Len,"""Mel Rhyne""",add label,4/3/2020,manual,
1,409,Q18993,Len,"""Melba Joyce""",add label,4/3/2020,manual,
1,410,Q18994,Len,"""Melvin Sparks""",add label,4/3/2020,manual,
1,411,Q18995,Aen,"""Babatunde Olatunji""",add alias,4/3/2020,manual,
1,412,Q18995,Aen,"""Olatunji""",add alias,4/3/2020,manual,
1,413,Q18995,Len,"""Michael Babatunde Olatunji""",add label,4/3/2020,manual,
1,414,Q18996,Len,"""Michael Howard""",add label,4/3/2020,manual,
1,415,Q18997,Len,"""Michael Ridley""",add label,4/3/2020,manual,
1,416,Q18998,Len,"""Muhal Richard Abrams""",add label,4/3/2020,manual,
1,417,Q18999,Len,"""Nat White""",add label,4/3/2020,manual,
1,418,Q19000,Len,"""Nellie Monk""",add label,4/3/2020,manual,
1,419,Q19001,Len,"""Onaje Allan Gumbs""",add label,4/3/2020,manual,
1,420,Q19002,Len,"""Orville O'Brien""",add label,4/3/2020,manual,
1,421,Q19003,Len,"""Otis Redding""",add label,4/3/2020,manual,
1,422,Q19004,Len,"""Pamela Green""",add label,4/3/2020,manual,
1,423,Q19005,Len,"""Paul Parker""",add label,4/3/2020,manual,
1,424,Q19006,Len,"""Paul Serrano""",add label,4/3/2020,manual,
1,425,Q19007,Len,"""Pete LaRoca""",add label,4/3/2020,manual,
1,426,Q19008,Len,"""Rafik Williamson""",add label,4/3/2020,manual,
1,427,Q19009,Len,"""Rashim""",add label,4/3/2020,manual,
1,428,Q19010,Len,"""Rashim Asu""",add label,4/3/2020,manual,
1,429,Q19011,Aen,"""Ray Abramson""",add alias,4/3/2020,manual,
1,430,Q19011,Len,"""Ray Abrams""",add label,4/3/2020,manual,
1,431,Q19012,Len,"""Rector Bailey""",add label,4/3/2020,manual,
1,432,Q19013,Aen,"""Dickie Habersham-Bey""",add alias,4/3/2020,manual,
1,433,Q19013,Aen,"""Richard Habersham-Bey""",add alias,4/3/2020,manual,
1,434,Q19013,Len,"""Richard ""Dickie"" Habersham-Bey""",add label,4/3/2020,manual,
1,435,Q19014,Len,"""Richard Otto""",add label,4/3/2020,manual,
1,436,Q19015,Len,"""Robin Kelley""",add label,4/3/2020,manual,
1,437,Q19016,Len,"""Roger Wareham""",add label,4/3/2020,manual,
1,438,Q19017,Len,"""Roland Alexander""",add label,4/3/2020,manual,
1,439,Q19018,Len,"""Ron Warwell""",add label,4/3/2020,manual,
1,440,Q19019,Len,"""Ron Washington""",add label,4/3/2020,manual,
1,441,Q19020,Aen,"""Roslyn Blair""",add alias,4/3/2020,manual,
1,442,Q19020,Len,"""Rosalind Blair""",add label,4/3/2020,manual,
1,443,Q19021,Len,"""Sam Pinn""",add label,4/3/2020,manual,
1,444,Q19022,Aen,"""C. Scoby Stroman""",add alias,4/3/2020,manual,
1,445,Q19022,Len,"""Scoby Stroman""",add label,4/3/2020,manual,
1,446,Q19023,Len,"""Sister Thulani""",add label,4/3/2020,manual,
1,447,Q19024,Len,"""Snoop Dogg""",add label,4/3/2020,manual,
1,448,Q19025,Len,"""Stefon Harris""",add label,4/3/2020,manual,
1,449,Q19026,Len,"""Tommy Williams""",add label,4/3/2020,manual,
1,450,Q19027,Len,"""Tony Lester""",add label,4/3/2020,manual,
1,451,Q19028,Len,"""Torrie McCartney""",add label,4/3/2020,manual,
1,452,Q19029,Len,"""Tulivu-Donna Cumberbatch""",add label,4/3/2020,manual,
1,453,Q19030,Len,"""Tupac""",add label,4/3/2020,manual,
1,454,Q19031,Len,"""Vanessa Rubin""",add label,4/3/2020,manual,
1,455,Q19032,Len,"""Viola Plummer""",add label,4/3/2020,manual,
1,456,Q19033,Len,"""Virgil Jones""",add label,4/3/2020,manual,
1,457,Q19034,Aen,"""Wade Barnes""",add alias,4/3/2020,manual,
1,458,Q19034,Len,"""Wade E. Barnes""",add label,4/3/2020,manual,
1,459,Q19035,Len,"""Walt Miller""",add label,4/3/2020,manual,
1,460,Q19036,Aen,"""Baby Sweets Perkins""",add alias,4/3/2020,manual,
1,461,Q19036,Aen,"""Walter Perkins""",add alias,4/3/2020,manual,
1,462,Q19036,Len,"""Walter ""Baby Sweets"" Perkins""",add label,4/3/2020,manual,
1,463,Q19037,Len,"""Will Smith""",add label,4/3/2020,manual,
1,464,Q19038,Aen,"""Bobo Jenkins""",add alias,4/3/2020,manual,
1,465,Q19038,Aen,"""Willard Jenkins""",add alias,4/3/2020,manual,
1,466,Q19038,Len,"""Willard ""Bobo"" Jenkins""",add label,4/3/2020,manual,
1,467,Q19039,Len,"""Willie Jones""",add label,4/3/2020,manual,
1,468,Q19040,Len,"""Willie Thomas""",add label,4/3/2020,manual,
1,469,Q19041,Len,"""Wilson Hayes""",add label,4/3/2020,manual,
1,470,Q19042,Len,"""Yoko Kanno""",add label,4/3/2020,manual,
1,471,Q1909,P11,Q18807,associate Linking Lost Jazz Shrines project with Roland Kirk,4/3/2020,manual,
1,472,Q192,P11,Q18807,associate Linking Lost Jazz Shrines project with Machito,4/3/2020,manual,
1,473,Q1999,P11,Q18807,associate Linking Lost Jazz Shrines project with Pee Wee Marquette,4/3/2020,manual,
1,474,Q20,P11,Q18807,associate Linking Lost Jazz Shrines project with Tony Williams,4/3/2020,manual,
1,475,Q200,P11,Q18807,associate Linking Lost Jazz Shrines project with McCoy Tyner,4/3/2020,manual,
1,476,Q2005,P11,Q18807,associate Linking Lost Jazz Shrines project with Richie Powell,4/3/2020,manual,
1,477,Q2018,P11,Q18807,associate Linking Lost Jazz Shrines project with Joe Williams,4/3/2020,manual,
1,478,Q205,P11,Q18807,associate Linking Lost Jazz Shrines project with Elvin Jones,4/3/2020,manual,
1,479,Q208,P11,Q18807,associate Linking Lost Jazz Shrines project with Symphony Sid,4/3/2020,manual,
1,480,Q23,P11,Q18807,associate Linking Lost Jazz Shrines project with Ornette Coleman,4/3/2020,manual,
1,481,Q239,P11,Q18807,associate Linking Lost Jazz Shrines project with Teddy Wilson,4/3/2020,manual,
1,482,Q25,P11,Q18807,associate Linking Lost Jazz Shrines project with Nat King Cole,4/3/2020,manual,
1,483,Q284,P11,Q18807,associate Linking Lost Jazz Shrines project with George Shearing,4/3/2020,manual,
1,484,Q294,P11,Q18807,associate Linking Lost Jazz Shrines project with Rudy Van Gelder,4/3/2020,manual,
1,485,Q30,P11,Q18807,associate Linking Lost Jazz Shrines project with Jaki Byard,4/3/2020,manual,
1,486,Q325,P11,Q18807,associate Linking Lost Jazz Shrines project with King Curtis,4/3/2020,manual,
1,487,Q33,P11,Q18807,associate Linking Lost Jazz Shrines project with John Coltrane,4/3/2020,manual,
1,488,Q331,P11,Q18807,associate Linking Lost Jazz Shrines project with Horace Silver,4/3/2020,manual,
1,489,Q34,P11,Q18807,associate Linking Lost Jazz Shrines project with Wynton Marsalis,4/3/2020,manual,
1,490,Q346,P11,Q18807,associate Linking Lost Jazz Shrines project with Frank Sinatra,4/3/2020,manual,
1,491,Q347,P11,Q18807,associate Linking Lost Jazz Shrines project with Eubie Blake,4/3/2020,manual,
1,492,Q365,P11,Q18807,associate Linking Lost Jazz Shrines project with Jackie McLean,4/3/2020,manual,
1,493,Q39,P11,Q18807,associate Linking Lost Jazz Shrines project with Lionel Hampton,4/3/2020,manual,
1,494,Q41,P11,Q18807,associate Linking Lost Jazz Shrines project with Miles Davis,4/3/2020,manual,
1,495,Q410,P11,Q18807,associate Linking Lost Jazz Shrines project with Wayne Shorter,4/3/2020,manual,
1,496,Q413,P11,Q18807,associate Linking Lost Jazz Shrines project with Kenny Burrell,4/3/2020,manual,
1,497,Q420,P11,Q18807,associate Linking Lost Jazz Shrines project with Gloria Lynne,4/3/2020,manual,
1,498,Q427,P11,Q18807,associate Linking Lost Jazz Shrines project with Roy Haynes,4/3/2020,manual,
1,499,Q436,P11,Q18807,associate Linking Lost Jazz Shrines project with Frank Strozier,4/3/2020,manual,
1,500,Q447,P11,Q18807,associate Linking Lost Jazz Shrines project with Philly Joe Jones,4/3/2020,manual,
1,501,Q448,P11,Q18807,associate Linking Lost Jazz Shrines project with Sonny Stitt,4/3/2020,manual,
1,502,Q45,P11,Q18807,associate Linking Lost Jazz Shrines project with Ron Carter,4/3/2020,manual,
1,503,Q457,P11,Q18807,associate Linking Lost Jazz Shrines project with Howard McGhee,4/3/2020,manual,
1,504,Q46,P11,Q18807,associate Linking Lost Jazz Shrines project with Howard McGhee,4/3/2020,manual,
1,505,Q468,P11,Q18807,associate Linking Lost Jazz Shrines project with Lenny White,4/3/2020,manual,
1,506,Q501,P11,Q18807,associate Linking Lost Jazz Shrines project with George Coleman,4/3/2020,manual,
1,507,Q52,P11,Q18807,associate Linking Lost Jazz Shrines project with Sun Ra,4/3/2020,manual,
1,508,Q53,P11,Q18807,associate Linking Lost Jazz Shrines project with Louis Jordan,4/3/2020,manual,
1,509,Q656,P11,Q18807,associate Linking Lost Jazz Shrines project with Mamie Smith,4/3/2020,manual,
1,510,Q657,P11,Q18807,associate Linking Lost Jazz Shrines project with Randy Weston,4/3/2020,manual,
1,511,Q66,P11,Q18807,associate Linking Lost Jazz Shrines project with Max Roach,4/3/2020,manual,
1,512,Q660,P11,Q18807,associate Linking Lost Jazz Shrines project with Red Garland,4/3/2020,manual,
1,513,Q663,P11,Q18807,associate Linking Lost Jazz Shrines project with Slide Hampton,4/3/2020,manual,
1,514,Q71,P11,Q18807,associate Linking Lost Jazz Shrines project with Thelonious Monk,4/3/2020,manual,
1,515,Q746,P11,Q18807,associate Linking Lost Jazz Shrines project with Joe Louis,4/3/2020,manual,
1,516,Q8,P11,Q18807,associate Linking Lost Jazz Shrines project with Pharoah Sanders,4/3/2020,manual,
1,517,Q81,P11,Q18807,associate Linking Lost Jazz Shrines project with Teddy Reig,4/3/2020,manual,
1,518,Q848,P11,Q18807,associate Linking Lost Jazz Shrines project with Ruth Brown,4/3/2020,manual,
1,519,Q85,P11,Q18807,associate Linking Lost Jazz Shrines project with Nancy Wilson,4/3/2020,manual,
1,520,Q873,P11,Q18807,associate Linking Lost Jazz Shrines project with Joanne Brackeen,4/3/2020,manual,
1,521,Q898,P11,Q18807,associate Linking Lost Jazz Shrines project with Tommy Flanagan,4/3/2020,manual,
1,522,Q9,P11,Q18807,associate Linking Lost Jazz Shrines project with Gigi Gryce,4/3/2020,manual,
1,523,Q924,P11,Q18807,associate Linking Lost Jazz Shrines project with Jimmy Cobb,4/3/2020,manual,
1,524,Q93,P11,Q18807,associate Linking Lost Jazz Shrines project with Sarah Vaughan,4/3/2020,manual,
1,525,Q934,P11,Q18807,associate Linking Lost Jazz Shrines project with Freddie Hubbard,4/3/2020,manual,
1,526,Q936,P11,Q18807,associate Linking Lost Jazz Shrines project with Herbie Mann,4/3/2020,manual,
1,527,Q944,P11,Q18807,associate Linking Lost Jazz Shrines project with Hank Mobley,4/3/2020,manual,
1,528,Q959,P11,Q18807,associate Linking Lost Jazz Shrines project with Lee Morgan,4/3/2020,manual,
1,529,Q968,P11,Q18807,associate Linking Lost Jazz Shrines project with Houston Person,4/3/2020,manual,
1,530,Q979,P11,Q18807,associate Linking Lost Jazz Shrines project with Harry Edison,4/3/2020,manual,
2,531,Q18810,P1,Q18805,assign to class (All-City Chorus),4/16/2020,batch (python),
2,532,Q18810,P11,Q18807,associate item with Linking Lost Jazz Shrines (All-City Chorus),4/16/2020,batch (python),
2,533,Q18810,P8,"""Q69104743""",add wikidata QID (All-City Chorus),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,534,Q18810,P9,https://www.wikidata.org/wiki/Q69104743,add wikidata URI (All-City Chorus),4/16/2020,batch (python),
2,535,Q18811,P1,Q18805,assign to class (Baritone Saxophones),4/16/2020,batch (python),
2,536,Q18811,P11,Q18807,associate item with Linking Lost Jazz Shrines (Baritone Saxophones),4/16/2020,batch (python),
2,537,Q18811,P8,"""Q69104747""",add wikidata QID (Baritone Saxophones),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,538,Q18811,P9,https://www.wikidata.org/wiki/Q69104747,add wikidata URI (Baritone Saxophones),4/16/2020,batch (python),
2,539,Q18812,P1,Q18805,assign to class (Brooklyn Repertory Ensemble),4/16/2020,batch (python),
2,540,Q18812,P11,Q18807,associate item with Linking Lost Jazz Shrines (Brooklyn Repertory Ensemble),4/16/2020,batch (python),
2,541,Q18812,P8,"""Q69104753""",add wikidata QID (Brooklyn Repertory Ensemble),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,542,Q18812,P9,https://www.wikidata.org/wiki/Q69104753,add wikidata URI (Brooklyn Repertory Ensemble),4/16/2020,batch (python),
2,543,Q18813,P1,Q18805,assign to class (Frankie Lymón and the Teenagers),4/16/2020,batch (python),
2,544,Q18813,P11,Q18807,associate item with Linking Lost Jazz Shrines (Frankie Lymón and the Teenagers),4/16/2020,batch (python),
2,545,Q18813,P8,"""Q1445090""",add wikidata QID (Frankie Lymón and the Teenagers),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,546,Q18813,P9,https://www.wikidata.org/wiki/Q1445090,add wikidata URI (Frankie Lymón and the Teenagers),4/16/2020,batch (python),
2,547,Q18814,P1,Q18805,assign to class (Jazz Contemporaries),4/16/2020,batch (python),
2,548,Q18814,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jazz Contemporaries),4/16/2020,batch (python),
2,549,Q18814,P8,"""Q65553396""",add wikidata QID (Jazz Contemporaries),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,550,Q18814,P9,https://www.wikidata.org/wiki/Q65553396,add wikidata URI (Jazz Contemporaries),4/16/2020,batch (python),
2,551,Q18815,P1,Q18805,assign to class (Jazz Hounds),4/16/2020,batch (python),
2,552,Q18815,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jazz Hounds),4/16/2020,batch (python),
2,553,Q18815,P8,"""Q69104759""",add wikidata QID (Jazz Hounds),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,554,Q18815,P9,https://www.wikidata.org/wiki/Q69104759,add wikidata URI (Jazz Hounds),4/16/2020,batch (python),
2,555,Q18816,P1,Q18805,assign to class (Jazz Standard),4/16/2020,batch (python),
2,556,Q18816,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jazz Standard),4/16/2020,batch (python),
2,557,Q18817,P1,Q18805,assign to class (MJT+3),4/16/2020,batch (python),
2,558,Q18817,P11,Q18807,associate item with Linking Lost Jazz Shrines (MJT+3),4/16/2020,batch (python),
2,559,Q18818,P1,Q18805,assign to class (Mtume),4/16/2020,batch (python),
2,560,Q18818,P11,Q18807,associate item with Linking Lost Jazz Shrines (Mtume),4/16/2020,batch (python),
2,561,Q18818,P8,"""Q2745611""",add wikidata QID (Mtume),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,562,Q18818,P9,https://www.wikidata.org/wiki/Q2745611,add wikidata URI (Mtume),4/16/2020,batch (python),
2,563,Q18819,P1,Q18805,assign to class (Ray Abrams Big Band),4/16/2020,batch (python),
2,564,Q18819,P11,Q18807,associate item with Linking Lost Jazz Shrines (Ray Abrams Big Band),4/16/2020,batch (python),
2,565,Q18820,P1,Q18805,assign to class (Roy Haynes Quartet),4/16/2020,batch (python),
2,566,Q18820,P11,Q18807,associate item with Linking Lost Jazz Shrines (Roy Haynes Quartet),4/16/2020,batch (python),
2,567,Q18821,P1,Q18805,assign to class (Run DMC),4/16/2020,batch (python),
2,568,Q18821,P11,Q18807,associate item with Linking Lost Jazz Shrines (Run DMC),4/16/2020,batch (python),
2,569,Q18821,P8,"""Q159351""",add wikidata QID (Run DMC),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,570,Q18821,P9,https://www.wikidata.org/wiki/Q159351,add wikidata URI (Run DMC),4/16/2020,batch (python),
2,571,Q18822,P1,Q18805,assign to class (Slide Hampton Octet),4/16/2020,batch (python),
2,572,Q18822,P11,Q18807,associate item with Linking Lost Jazz Shrines (Slide Hampton Octet),4/16/2020,batch (python),
2,573,Q18823,P1,Q18805,assign to class (Swing to Bop Quintet),4/16/2020,batch (python),
2,574,Q18823,P11,Q18807,associate item with Linking Lost Jazz Shrines (Swing to Bop Quintet),4/16/2020,batch (python),
2,575,Q18823,P8,"""Q69104763""",add wikidata QID (Swing to Bop Quintet),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,576,Q18823,P9,https://www.wikidata.org/wiki/Q69104763,add wikidata URI (Swing to Bop Quintet),4/16/2020,batch (python),
2,577,Q18824,P1,Q18805,assign to class (The Berry Brothers),4/16/2020,batch (python),
2,578,Q18824,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Berry Brothers),4/16/2020,batch (python),
2,579,Q18824,P8,"""Q4894765""",add wikidata QID (The Berry Brothers),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,580,Q18824,P9,https://www.wikidata.org/wiki/Q4894765,add wikidata URI (The Berry Brothers),4/16/2020,batch (python),
2,581,Q18825,P1,Q18805,assign to class (The Jazz Messengers),4/16/2020,batch (python),
2,582,Q18825,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Jazz Messengers),4/16/2020,batch (python),
2,583,Q18825,P8,"""Q1684482""",add wikidata QID (The Jazz Messengers),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,584,Q18825,P9,https://www.wikidata.org/wiki/Q1684482,add wikidata URI (The Jazz Messengers),4/16/2020,batch (python),
2,585,Q18826,P1,Q18805,assign to class (The Jazztet),4/16/2020,batch (python),
2,586,Q18826,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Jazztet),4/16/2020,batch (python),
2,587,Q18826,P8,"""Q16849865""",add wikidata QID (The Jazztet),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,588,Q18826,P9,https://www.wikidata.org/wiki/Q16849865,add wikidata URI (The Jazztet),4/16/2020,batch (python),
2,589,Q18827,P1,Q18806,assign to class (78 Club),4/16/2020,batch (python),
2,590,Q18827,P11,Q18807,associate item with Linking Lost Jazz Shrines (78 Club),4/16/2020,batch (python),
2,591,Q18828,P1,Q18806,assign to class (Arlington Inn),4/16/2020,batch (python),
2,592,Q18828,P11,Q18807,associate item with Linking Lost Jazz Shrines (Arlington Inn),4/16/2020,batch (python),
2,593,Q18828,P8,"""Q65548903""",add wikidata QID (Arlington Inn),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,594,Q18828,P9,https://www.wikidata.org/wiki/Q65548903,add wikidata URI (Arlington Inn),4/16/2020,batch (python),
2,595,Q18829,P1,Q18806,assign to class (Art Theater),4/16/2020,batch (python),
2,596,Q18829,P11,Q18807,associate item with Linking Lost Jazz Shrines (Art Theater),4/16/2020,batch (python),
2,597,Q18829,P8,"""Q45032067""",add wikidata QID (Art Theater),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,598,Q18829,P9,https://www.wikidata.org/wiki/Q45032067,add wikidata URI (Art Theater),4/16/2020,batch (python),
2,599,Q18830,P1,Q18806,assign to class (Baby Grand Brooklyn),4/16/2020,batch (python),
2,600,Q18830,P11,Q18807,associate item with Linking Lost Jazz Shrines (Baby Grand Brooklyn),4/16/2020,batch (python),
2,601,Q18830,P8,"""Q65548908""",add wikidata QID (Baby Grand Brooklyn),4/16/2020,batch (python),"last digit dropped in batch add, corrected manually"
2,602,Q18830,P9,https://www.wikidata.org/wiki/Q65548908,add wikidata URI (Baby Grand Brooklyn),4/16/2020,batch (python),
2,603,Q18831,P1,Q18806,assign to class (Baby Grand Harlem),4/16/2020,batch (python),
