batch, admin sort,QID,PROPERTY,VALUE, admin note,date enhanced,method
2,275,Q18838,P9,https://www.wikidata.org/wiki/Q45032061,add wikidata URI (Brooklyn Apollo),,
2,276,Q18838,P11,Q18807,associate item with Linking Lost Jazz Shrines (Brooklyn Apollo),,
2,277,Q18839,P1,Q18806,assign to class (Brooklyn Palace),,
2,278,Q18839,P11,Q18807,associate item with Linking Lost Jazz Shrines (Brooklyn Palace),,
2,279,Q18812,P1,Q18805,assign to class (Brooklyn Repertory Ensemble),,
2,280,Q18812,P8,"""Q69104753""",add wikidata QID (Brooklyn Repertory Ensemble),,
2,281,Q18812,P9,https://www.wikidata.org/wiki/Q69104753,add wikidata URI (Brooklyn Repertory Ensemble),,
2,282,Q18812,P11,Q18807,associate item with Linking Lost Jazz Shrines (Brooklyn Repertory Ensemble),,
2,283,Q18840,P1,Q18806,assign to class (Brownies),,
2,284,Q18840,P8,"""Q65548909""",add wikidata QID (Brownies),,
2,285,Q18840,P9,https://www.wikidata.org/wiki/Q65548909,add wikidata URI (Brownies),,
2,286,Q18840,P11,Q18807,associate item with Linking Lost Jazz Shrines (Brownies),,
2,287,Q18841,P1,Q18806,assign to class (Bucket of Blood),,
2,288,Q18841,P11,Q18807,associate item with Linking Lost Jazz Shrines (Bucket of Blood),,
2,289,Q18842,P1,Q18806,assign to class (Carroll Bar),,
2,290,Q18842,P8,"""Q68931954""",add wikidata QID (Carroll Bar),,
2,291,Q18842,P9,https://www.wikidata.org/wiki/Q68931954,add wikidata URI (Carroll Bar),,
2,292,Q18842,P11,Q18807,associate item with Linking Lost Jazz Shrines (Carroll Bar),,
2,293,Q18843,P1,Q18806,assign to class (Cecil's),,
2,294,Q18843,P11,Q18807,associate item with Linking Lost Jazz Shrines (Cecil's),,
2,295,Q18844,P1,Q18806,assign to class (Club 243),,
2,296,Q18844,P11,Q18807,associate item with Linking Lost Jazz Shrines (Club 243),,
2,297,Q18845,P1,Q18806,assign to class (Club 845),,
2,298,Q18845,P11,Q18807,associate item with Linking Lost Jazz Shrines (Club 845),,
2,299,Q18846,P1,Q18806,assign to class (Club Baron),,
2,300,Q18846,P11,Q18807,associate item with Linking Lost Jazz Shrines (Club Baron),,
2,301,Q18847,P1,Q18806,assign to class (Club La Marchal),,
2,302,Q18847,P8,"""Q65548894""",add wikidata QID (Club La Marchal),,
2,303,Q18847,P9,https://www.wikidata.org/wiki/Q65548894,add wikidata URI (Club La Marchal),,
2,304,Q18847,P11,Q18807,associate item with Linking Lost Jazz Shrines (Club La Marchal),,
2,305,Q18848,P1,Q18806,assign to class (Count Basie Club (Harlem)),,Harlem))
2,306,Q18848,P11,Q18807,associate item with Linking Lost Jazz Shrines (Count Basie Club (Harlem)),,Harlem))
2,307,Q18849,P1,Q18806,assign to class (Crescent Lounge),,
2,308,Q18849,P11,Q18807,associate item with Linking Lost Jazz Shrines (Crescent Lounge),,
2,309,Q18850,P1,Q18806,assign to class (Dizzy's Club),,
2,310,Q18850,P8,"""Q84513529""",add wikidata QID (Dizzy's Club),,
2,311,Q18850,P9,https://www.wikidata.org/wiki/Q84513529,add wikidata URI (Dizzy's Club),,
2,312,Q18850,P11,Q18807,associate item with Linking Lost Jazz Shrines (Dizzy's Club),,
2,313,Q18851,P1,Q18806,assign to class (Farmer John's),,
2,314,Q18851,P11,Q18807,associate item with Linking Lost Jazz Shrines (Farmer John's),,
2,315,Q18852,P1,Q18806,assign to class (Five Spot),,
2,316,Q18852,P8,"""Q1421882""",add wikidata QID (Five Spot),,
2,317,Q18852,P9,https://www.wikidata.org/wiki/Q1421882,add wikidata URI (Five Spot),,
2,318,Q18852,P11,Q18807,associate item with Linking Lost Jazz Shrines (Five Spot),,
2,319,Q18853,P1,Q18806,assign to class (Flamingo Lounge),,
2,320,Q18853,P8,"""Q65548910""",add wikidata QID (Flamingo Lounge),,
2,321,Q18853,P9,https://www.wikidata.org/wiki/Q65548910,add wikidata URI (Flamingo Lounge),,
2,322,Q18853,P11,Q18807,associate item with Linking Lost Jazz Shrines (Flamingo Lounge),,
2,323,Q18813,P1,Q18805,assign to class (Frankie Lymón and the Teenagers),,
2,324,Q18813,P8,"""Q1445090""",add wikidata QID (Frankie Lymón and the Teenagers),,
2,325,Q18813,P9,https://www.wikidata.org/wiki/Q1445090,add wikidata URI (Frankie Lymón and the Teenagers),,
2,326,Q18813,P11,Q18807,associate item with Linking Lost Jazz Shrines (Frankie Lymón and the Teenagers),,
2,327,Q18854,P1,Q18806,assign to class (Grecian Cave),,
2,328,Q18854,P11,Q18807,associate item with Linking Lost Jazz Shrines (Grecian Cave),,
2,329,Q18855,P1,Q18806,assign to class (Half Note Club),,
2,330,Q18855,P8,"""Q5641732""",add wikidata QID (Half Note Club),,
2,331,Q18855,P9,https://www.wikidata.org/wiki/Q5641732,add wikidata URI (Half Note Club),,
2,332,Q18855,P11,Q18807,associate item with Linking Lost Jazz Shrines (Half Note Club),,
2,333,Q18856,P1,Q18806,assign to class (Harlem Stage),,
2,334,Q18856,P8,"""Q54848544""",add wikidata QID (Harlem Stage),,
2,335,Q18856,P9,https://www.wikidata.org/wiki/Q54848544,add wikidata URI (Harlem Stage),,
2,336,Q18856,P11,Q18807,associate item with Linking Lost Jazz Shrines (Harlem Stage),,
2,337,Q18857,P1,Q18806,assign to class (Jazz 966),,
2,338,Q18857,P8,"""Q65548897""",add wikidata QID (Jazz 966),,
2,339,Q18857,P9,https://www.wikidata.org/wiki/Q65548897,add wikidata URI (Jazz 966),,
2,340,Q18857,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jazz 966),,
2,341,Q18814,P1,Q18805,assign to class (Jazz Contemporaries),,
2,342,Q18814,P8,"""Q65553396""",add wikidata QID (Jazz Contemporaries),,
2,343,Q18814,P9,https://www.wikidata.org/wiki/Q65553396,add wikidata URI (Jazz Contemporaries),,
2,344,Q18814,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jazz Contemporaries),,
2,345,Q18815,P1,Q18805,assign to class (Jazz Hounds),,
2,346,Q18815,P8,"""Q69104759""",add wikidata QID (Jazz Hounds),,
2,347,Q18815,P9,https://www.wikidata.org/wiki/Q69104759,add wikidata URI (Jazz Hounds),,
2,348,Q18815,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jazz Hounds),,
2,349,Q18816,P1,Q18805,assign to class (Jazz Standard),,
2,350,Q18816,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jazz Standard),,
2,351,Q18858,P1,Q18806,assign to class (Jefferson Bar),,
2,352,Q18858,P8,"""Q68931959""",add wikidata QID (Jefferson Bar),,
2,353,Q18858,P9,https://www.wikidata.org/wiki/Q68931959,add wikidata URI (Jefferson Bar),,
2,354,Q18858,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jefferson Bar),,
2,355,Q18859,P1,Q18806,assign to class (K & C Lounge),,
2,356,Q18859,P11,Q18807,associate item with Linking Lost Jazz Shrines (K & C Lounge),,
2,357,Q18860,P1,Q18806,assign to class (Kingston Lounge),,
2,358,Q18860,P8,"""Q65548659""",add wikidata QID (Kingston Lounge),,
2,359,Q18860,P9,https://www.wikidata.org/wiki/Q65548659,add wikidata URI (Kingston Lounge),,
2,360,Q18860,P11,Q18807,associate item with Linking Lost Jazz Shrines (Kingston Lounge),,
2,361,Q18861,P1,Q18806,assign to class (Lennox Lounge),,
2,362,Q18861,P11,Q18807,associate item with Linking Lost Jazz Shrines (Lennox Lounge),,
2,363,Q18862,P1,Q18806,assign to class (Loew's Brevoort Theatre),,
2,364,Q18862,P8,"""Q45033588""",add wikidata QID (Loew's Brevoort Theatre),,
2,365,Q18862,P9,https://www.wikidata.org/wiki/Q45033588,add wikidata URI (Loew's Brevoort Theatre),,
2,366,Q18862,P11,Q18807,associate item with Linking Lost Jazz Shrines (Loew's Brevoort Theatre),,
2,367,Q18863,P1,Q18806,assign to class (Lucky Spot),,
2,368,Q18863,P11,Q18807,associate item with Linking Lost Jazz Shrines (Lucky Spot),,
2,369,Q18864,P1,Q18806,assign to class (Medger Evers College),,
2,370,Q18864,P8,"""Q6805332""",add wikidata QID (Medger Evers College),,
2,371,Q18864,P9,https://www.wikidata.org/wiki/Q6805332,add wikidata URI (Medger Evers College),,
2,372,Q18864,P11,Q18807,associate item with Linking Lost Jazz Shrines (Medger Evers College),,
2,373,Q18817,P1,Q18805,assign to class (MJT+3),,
2,374,Q18817,P11,Q18807,associate item with Linking Lost Jazz Shrines (MJT+3),,
2,375,Q18865,P1,Q18806,assign to class (Morris-Jumel Mansion),,
2,376,Q18865,P8,"""Q1948466""",add wikidata QID (Morris-Jumel Mansion),,
2,377,Q18865,P9,https://www.wikidata.org/wiki/Q1948466,add wikidata URI (Morris-Jumel Mansion),,
2,378,Q18865,P11,Q18807,associate item with Linking Lost Jazz Shrines (Morris-Jumel Mansion),,
2,379,Q18866,P1,Q18806,assign to class (Moulin Rouge),,
2,380,Q18866,P11,Q18807,associate item with Linking Lost Jazz Shrines (Moulin Rouge),,
2,381,Q18818,P1,Q18805,assign to class (Mtume),,
2,382,Q18818,P8,"""Q2745611""",add wikidata QID (Mtume),,
2,383,Q18818,P9,https://www.wikidata.org/wiki/Q2745611,add wikidata URI (Mtume),,
2,384,Q18818,P11,Q18807,associate item with Linking Lost Jazz Shrines (Mtume),,
2,385,Q18867,P1,Q18806,assign to class (Palladium),,
2,386,Q18867,P8,"""Q7127710""",add wikidata QID (Palladium),,
2,387,Q18867,P9,https://www.wikidata.org/wiki/Q7127710,add wikidata URI (Palladium),,
2,388,Q18867,P11,Q18807,associate item with Linking Lost Jazz Shrines (Palladium),,
2,389,Q18868,P1,Q18806,assign to class (Paul's),,
2,390,Q18868,P8,"""Q68931964""",add wikidata QID (Paul's),,
2,391,Q18868,P9,https://www.wikidata.org/wiki/Q68931964,add wikidata URI (Paul's),,
2,392,Q18868,P11,Q18807,associate item with Linking Lost Jazz Shrines (Paul's),,
2,393,Q18869,P1,Q18806,assign to class (Pookie’s),,
2,394,Q18869,P11,Q18807,associate item with Linking Lost Jazz Shrines (Pookie’s),,
2,395,Q18870,P1,Q18806,assign to class (Pumpkin's),,
2,396,Q18870,P11,Q18807,associate item with Linking Lost Jazz Shrines (Pumpkin's),,
2,397,Q18871,P1,Q18806,assign to class (Putnam Central),,
2,398,Q18871,P8,"""Q65548664""",add wikidata QID (Putnam Central),,
2,399,Q18871,P9,https://www.wikidata.org/wiki/Q65548664,add wikidata URI (Putnam Central),,
2,400,Q18871,P11,Q18807,associate item with Linking Lost Jazz Shrines (Putnam Central),,
2,401,Q18872,P1,Q18806,assign to class (Putnam Theater),,
2,402,Q18872,P11,Q18807,associate item with Linking Lost Jazz Shrines (Putnam Theater),,
2,403,Q18819,P1,Q18805,assign to class (Ray Abrams Big Band),,
2,404,Q18819,P11,Q18807,associate item with Linking Lost Jazz Shrines (Ray Abrams Big Band),,
2,405,Q18820,P1,Q18805,assign to class (Roy Haynes Quartet),,
2,406,Q18820,P11,Q18807,associate item with Linking Lost Jazz Shrines (Roy Haynes Quartet),,
2,407,Q18821,P1,Q18805,assign to class (Run DMC),,
2,408,Q18821,P8,"""Q159351""",add wikidata QID (Run DMC),,
2,409,Q18821,P9,https://www.wikidata.org/wiki/Q159351,add wikidata URI (Run DMC),,
2,410,Q18821,P11,Q18807,associate item with Linking Lost Jazz Shrines (Run DMC),,
2,411,Q18873,P1,Q18806,assign to class (Rustic Tavern),,
2,412,Q18873,P11,Q18807,associate item with Linking Lost Jazz Shrines (Rustic Tavern),,
2,413,Q18874,P1,Q18806,assign to class (Sankofa),,
2,414,Q18874,P8,"""Q66930935""",add wikidata QID (Sankofa),,
2,415,Q18874,P9,https://www.wikidata.org/wiki/Q66930935,add wikidata URI (Sankofa),,
2,416,Q18874,P11,Q18807,associate item with Linking Lost Jazz Shrines (Sankofa),,
2,417,Q18875,P1,Q18806,assign to class (Savoy Ballroom),,
2,418,Q18875,P11,Q18807,associate item with Linking Lost Jazz Shrines (Savoy Ballroom),,
2,419,Q18876,P1,Q18806,assign to class (Sista's Place),,
2,420,Q18876,P8,"""Q65548899""",add wikidata QID (Sista's Place),,
2,421,Q18876,P9,https://www.wikidata.org/wiki/Q65548899,add wikidata URI (Sista's Place),,
2,422,Q18876,P11,Q18807,associate item with Linking Lost Jazz Shrines (Sista's Place),,
2,423,Q18877,P1,Q18806,assign to class (Slave Theater),,
2,424,Q18877,P8,"""Q65548896""",add wikidata QID (Slave Theater),,
2,425,Q18877,P9,https://www.wikidata.org/wiki/Q65548896,add wikidata URI (Slave Theater),,
2,426,Q18877,P11,Q18807,associate item with Linking Lost Jazz Shrines (Slave Theater),,
2,427,Q18822,P1,Q18805,assign to class (Slide Hampton Octet),,
2,428,Q18822,P11,Q18807,associate item with Linking Lost Jazz Shrines (Slide Hampton Octet),,
2,429,Q18878,P1,Q18806,assign to class (Slug's),,
2,430,Q18878,P8,"""Q2294736""",add wikidata QID (Slug's),,
2,431,Q18878,P9,https://www.wikidata.org/wiki/Q2294736,add wikidata URI (Slug's),,
2,432,Q18878,P11,Q18807,associate item with Linking Lost Jazz Shrines (Slug's),,
2,433,Q18879,P1,Q18806,assign to class (Smuckers),,
2,434,Q18879,P8,"""Q68924470""",add wikidata QID (Smuckers),,
2,435,Q18879,P9,https://www.wikidata.org/wiki/Q68924470,add wikidata URI (Smuckers),,
2,436,Q18879,P11,Q18807,associate item with Linking Lost Jazz Shrines (Smuckers),,
2,437,Q18880,P1,Q18806,assign to class (Solomon’s Porch),,
2,438,Q18880,P11,Q18807,associate item with Linking Lost Jazz Shrines (Solomon’s Porch),,
2,439,Q18881,P1,Q18806,assign to class (Sonya Ballroom),,
2,440,Q18881,P8,"""Q65548662""",add wikidata QID (Sonya Ballroom),,
2,441,Q18881,P9,https://www.wikidata.org/wiki/Q65548662,add wikidata URI (Sonya Ballroom),,
2,442,Q18881,P11,Q18807,associate item with Linking Lost Jazz Shrines (Sonya Ballroom),,
2,443,Q18882,P1,Q18806,assign to class (St. Nick's Pub),,
2,444,Q18882,P8,"""Q55633804""",add wikidata QID (St. Nick's Pub),,
2,445,Q18882,P9,https://www.wikidata.org/wiki/Q55633804,add wikidata URI (St. Nick's Pub),,
2,446,Q18882,P11,Q18807,associate item with Linking Lost Jazz Shrines (St. Nick's Pub),,
2,447,Q18883,P1,Q18806,assign to class (Sugar Hill),,
2,448,Q18883,P11,Q18807,associate item with Linking Lost Jazz Shrines (Sugar Hill),,
2,449,Q18823,P1,Q18805,assign to class (Swing to Bop Quintet),,
2,450,Q18823,P8,"""Q69104763""",add wikidata QID (Swing to Bop Quintet),,
2,451,Q18823,P9,https://www.wikidata.org/wiki/Q69104763,add wikidata URI (Swing to Bop Quintet),,
2,452,Q18823,P11,Q18807,associate item with Linking Lost Jazz Shrines (Swing to Bop Quintet),,
2,453,Q18824,P1,Q18805,assign to class (The Berry Brothers),,
2,454,Q18824,P8,"""Q4894765""",add wikidata QID (The Berry Brothers),,
2,455,Q18824,P9,https://www.wikidata.org/wiki/Q4894765,add wikidata URI (The Berry Brothers),,
2,456,Q18824,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Berry Brothers),,
2,457,Q18884,P1,Q18806,assign to class (The Continental),,
2,458,Q18884,P8,"""Q65548901""",add wikidata QID (The Continental),,
2,459,Q18884,P9,https://www.wikidata.org/wiki/Q65548901,add wikidata URI (The Continental),,
2,460,Q18884,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Continental),,
2,461,Q18885,P1,Q18806,assign to class (The East),,
2,462,Q18885,P8,"""Q48806213""",add wikidata QID (The East),,
2,463,Q18885,P9,https://www.wikidata.org/wiki/Q48806213,add wikidata URI (The East),,
2,464,Q18885,P11,Q18807,associate item with Linking Lost Jazz Shrines (The East),,
2,465,Q18886,P1,Q18806,assign to class (The Elks Club),,
2,466,Q18886,P8,"""Q65548663""",add wikidata QID (The Elks Club),,
2,467,Q18886,P9,https://www.wikidata.org/wiki/Q65548663,add wikidata URI (The Elks Club),,
2,468,Q18886,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Elks Club),,
2,469,Q18887,P1,Q18806,assign to class (The Fantasy),,
2,470,Q18887,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Fantasy),,
2,471,Q18888,P1,Q18806,assign to class (The Happy Landing),,
2,472,Q18888,P8,"""Q72889802""",add wikidata QID (The Happy Landing),,
2,473,Q18888,P9,https://www.wikidata.org/wiki/Q72889802,add wikidata URI (The Happy Landing),,
2,474,Q18888,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Happy Landing),,
2,475,Q18889,P1,Q18806,assign to class (The Hole),,
2,476,Q18889,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Hole),,
2,477,Q18890,P1,Q18806,assign to class (The Id),,
2,478,Q18890,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Id),,
2,479,Q18825,P1,Q18805,assign to class (The Jazz Messengers),,
2,480,Q18825,P8,"""Q1684482""",add wikidata QID (The Jazz Messengers),,
2,481,Q18825,P9,https://www.wikidata.org/wiki/Q1684482,add wikidata URI (The Jazz Messengers),,
2,482,Q18825,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Jazz Messengers),,
2,483,Q18891,P1,Q18806,assign to class (The Jazz Spot),,
2,484,Q18891,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Jazz Spot),,
2,485,Q18826,P1,Q18805,assign to class (The Jazztet),,
2,486,Q18826,P8,"""Q16849865""",add wikidata QID (The Jazztet),,
2,487,Q18826,P9,https://www.wikidata.org/wiki/Q16849865,add wikidata URI (The Jazztet),,
2,488,Q18826,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Jazztet),,
2,489,Q18892,P1,Q18806,assign to class (The Kitchen NYC),,
2,490,Q18892,P8,"""Q1796286""",add wikidata QID (The Kitchen NYC),,
2,491,Q18892,P9,https://www.wikidata.org/wiki/Q1796286,add wikidata URI (The Kitchen NYC),,
2,492,Q18892,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Kitchen NYC),,
2,493,Q18893,P1,Q18806,assign to class (The Monaco),,
2,494,Q18893,P8,"""Q68931961""",add wikidata QID (The Monaco),,
2,495,Q18893,P9,https://www.wikidata.org/wiki/Q68931961,add wikidata URI (The Monaco),,
2,496,Q18893,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Monaco),,
2,497,Q18894,P1,Q18806,assign to class (The Muse),,
2,498,Q18894,P8,"""Q65548898""",add wikidata QID (The Muse),,
2,499,Q18894,P9,https://www.wikidata.org/wiki/Q65548898,add wikidata URI (The Muse),,
2,500,Q18894,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Muse),,
2,501,Q18895,P1,Q18806,assign to class (The Vanguard),,
2,502,Q18895,P8,"""Q670623""",add wikidata QID (The Vanguard),,
2,503,Q18895,P9,https://www.wikidata.org/wiki/Q670623,add wikidata URI (The Vanguard),,
2,504,Q18895,P11,Q18807,associate item with Linking Lost Jazz Shrines (The Vanguard),,
2,505,Q18896,P1,Q18806,assign to class (Tiffany Lounge),,
2,506,Q18896,P8,"""Q68931965""",add wikidata QID (Tiffany Lounge),,
2,507,Q18896,P9,https://www.wikidata.org/wiki/Q68931965,add wikidata URI (Tiffany Lounge),,
2,508,Q18896,P11,Q18807,associate item with Linking Lost Jazz Shrines (Tiffany Lounge),,
2,509,Q18897,P1,Q18806,assign to class (Tip Top Inn),,
2,510,Q18897,P11,Q18807,associate item with Linking Lost Jazz Shrines (Tip Top Inn),,
2,511,Q18898,P1,Q18806,assign to class (Tony's Grand Dean),,
2,512,Q18898,P8,"""Q65548904""",add wikidata QID (Tony's Grand Dean),,
2,513,Q18898,P9,https://www.wikidata.org/wiki/Q65548904,add wikidata URI (Tony's Grand Dean),,
2,514,Q18898,P11,Q18807,associate item with Linking Lost Jazz Shrines (Tony's Grand Dean),,
2,515,Q18899,P1,Q18806,assign to class (Town & Country),,
2,516,Q18899,P8,"""Q65548905""",add wikidata QID (Town & Country),,
2,517,Q18899,P9,https://www.wikidata.org/wiki/Q65548905,add wikidata URI (Town & Country),,
2,518,Q18899,P11,Q18807,associate item with Linking Lost Jazz Shrines (Town & Country),,
2,519,Q18900,P1,Q18806,assign to class (Town Hill),,
2,520,Q18900,P11,Q18807,associate item with Linking Lost Jazz Shrines (Town Hill),,
2,521,Q18901,P1,Q18806,assign to class (Turbo Village),,
2,522,Q18901,P8,"""Q65548906""",add wikidata QID (Turbo Village),,
2,523,Q18901,P9,https://www.wikidata.org/wiki/Q65548906,add wikidata URI (Turbo Village),,
2,524,Q18901,P11,Q18807,associate item with Linking Lost Jazz Shrines (Turbo Village),,
2,525,Q18902,P1,Q18806,assign to class (Two Steps Down),,
2,526,Q18902,P11,Q18807,associate item with Linking Lost Jazz Shrines (Two Steps Down),,
2,527,Q18903,P1,Q18806,assign to class (Up Over Jazz Café),,
2,528,Q18903,P8,"""Q65548902""",add wikidata QID (Up Over Jazz Café),,
2,529,Q18903,P9,https://www.wikidata.org/wiki/Q65548902,add wikidata URI (Up Over Jazz Café),,
2,530,Q18903,P11,Q18807,associate item with Linking Lost Jazz Shrines (Up Over Jazz Café),,
2,531,Q18904,P1,Q18806,assign to class (Valhalla),,
2,532,Q18904,P8,"""Q68946503""",add wikidata QID (Valhalla),,
2,533,Q18904,P9,https://www.wikidata.org/wiki/Q68946503,add wikidata URI (Valhalla),,
2,534,Q18904,P11,Q18807,associate item with Linking Lost Jazz Shrines (Valhalla),,
2,535,Q18905,P1,Q18806,assign to class (Verona Café),,
2,536,Q18905,P11,Q18807,associate item with Linking Lost Jazz Shrines (Verona Café),,
2,537,Q18906,P1,Q18806,assign to class (Village Gate),,
2,538,Q18906,P8,"""Q1128095""",add wikidata QID (Village Gate),,
2,539,Q18906,P9,https://www.wikidata.org/wiki/Q1128095,add wikidata URI (Village Gate),,
2,540,Q18906,P11,Q18807,associate item with Linking Lost Jazz Shrines (Village Gate),,
2,541,Q18907,P1,Q18806,assign to class (Wells),,
2,542,Q18907,P11,Q18807,associate item with Linking Lost Jazz Shrines (Wells),,
2,543,Q18908,P1,Q18806,assign to class (West End Cafe),,
2,544,Q18908,P8,"""Q27926680""",add wikidata QID (West End Cafe),,
2,545,Q18908,P9,https://www.wikidata.org/wiki/Q27926680,add wikidata URI (West End Cafe),,
2,546,Q18908,P11,Q18807,associate item with Linking Lost Jazz Shrines (West End Cafe),,
2,547,Q18909,P1,Q18806,assign to class (Williamsburg Music Center),,
2,548,Q18909,P11,Q18807,associate item with Linking Lost Jazz Shrines (Williamsburg Music Center),,
2,549,Q18910,P1,Q18806,assign to class (Willoughby Temple),,
2,550,Q18910,P8,"""Q65548907""",add wikidata QID (Willoughby Temple),,
2,551,Q18910,P9,https://www.wikidata.org/wiki/Q65548907,add wikidata URI (Willoughby Temple),,
2,552,Q18910,P11,Q18807,associate item with Linking Lost Jazz Shrines (Willoughby Temple),,
2,553,Q18911,P1,Q18806,assign to class (Wishco Manor),,
2,554,Q18911,P11,Q18807,associate item with Linking Lost Jazz Shrines (Wishco Manor),,
2,555,Q18912,P1,Q1,assign to class (Ahmed Abdul-Malik),,
2,556,Q18912,P11,Q18807,associate item with Linking Lost Jazz Shrines (Ahmed Abdul-Malik),,
2,557,Q18912,P8,"""Q401088""",add wikidata QID (Ahmed Abdul-Malik),,
2,558,Q18912,P9,https://www.wikidata.org/wiki/Q401088,add wikidata URI (Ahmed Abdul-Malik),,
2,559,Q18913,P1,Q1,assign to class (Ahmed Abdullah),,
2,560,Q18913,P11,Q18807,associate item with Linking Lost Jazz Shrines (Ahmed Abdullah),,
2,561,Q18913,P8,"""Q401094""",add wikidata QID (Ahmed Abdullah),,
2,562,Q18913,P9,https://www.wikidata.org/wiki/Q401094,add wikidata URI (Ahmed Abdullah),,
2,563,Q18914,P1,Q1,assign to class (Al Plank),,
2,564,Q18914,P11,Q18807,associate item with Linking Lost Jazz Shrines (Al Plank),,
2,565,Q18914,P8,"""Q65554923""",add wikidata QID (Al Plank),,
2,566,Q18914,P9,https://www.wikidata.org/wiki/Q65554923,add wikidata URI (Al Plank),,
2,567,Q18915,P1,Q1,assign to class (Alma Carroll),,
2,568,Q18915,P11,Q18807,associate item with Linking Lost Jazz Shrines (Alma Carroll),,
2,569,Q18915,P8,"""Q61041693""",add wikidata QID (Alma Carroll),,
2,570,Q18915,P9,https://www.wikidata.org/wiki/Q61041693,add wikidata URI (Alma Carroll),,
2,571,Q18916,P1,Q1,assign to class (Andre Strobert),,
2,572,Q18916,P11,Q18807,associate item with Linking Lost Jazz Shrines (Andre Strobert),,
2,573,Q18917,P1,Q1,assign to class (Armando Peraza),,
2,574,Q18917,P11,Q18807,associate item with Linking Lost Jazz Shrines (Armando Peraza),,
2,575,Q18917,P8,"""Q678703""",add wikidata QID (Armando Peraza),,
2,576,Q18917,P9,https://www.wikidata.org/wiki/Q678703,add wikidata URI (Armando Peraza),,
2,577,Q18918,P1,Q1,assign to class (Ben Holliman),,
2,578,Q18918,P11,Q18807,associate item with Linking Lost Jazz Shrines (Ben Holliman),,
2,579,Q18919,P1,Q1,assign to class (Bernice Brooks),,
2,580,Q18919,P11,Q18807,associate item with Linking Lost Jazz Shrines (Bernice Brooks),,
2,581,Q18920,P1,Q1,assign to class (Bill Rutherford),,
2,582,Q18920,P11,Q18807,associate item with Linking Lost Jazz Shrines (Bill Rutherford),,
2,583,Q18920,P8,"""Q69925736""",add wikidata QID (Bill Rutherford),,
2,584,Q18920,P9,https://www.wikidata.org/wiki/Q69925736,add wikidata URI (Bill Rutherford),,
2,585,Q18921,P1,Q1,assign to class (Deborah Harry),,
2,586,Q18921,P11,Q18807,associate item with Linking Lost Jazz Shrines (Deborah Harry),,
2,587,Q18921,P8,"""Q215026""",add wikidata QID (Deborah Harry),,
2,588,Q18921,P9,https://www.wikidata.org/wiki/Q215026,add wikidata URI (Deborah Harry),,
2,589,Q18922,P1,Q1,assign to class (Bob Cunningham),,
2,590,Q18922,P11,Q18807,associate item with Linking Lost Jazz Shrines (Bob Cunningham),,
2,591,Q18922,P8,"""Q887872""",add wikidata QID (Bob Cunningham),,
2,592,Q18922,P9,https://www.wikidata.org/wiki/Q887872,add wikidata URI (Bob Cunningham),,
2,593,Q18923,P1,Q1,assign to class (Bob Meyers),,
2,594,Q18923,P11,Q18807,associate item with Linking Lost Jazz Shrines (Bob Meyers),,
2,595,Q18923,P8,"""Q65548832""",add wikidata QID (Bob Meyers),,
2,596,Q18923,P9,https://www.wikidata.org/wiki/Q65548832,add wikidata URI (Bob Meyers),,
2,597,Q18924,P1,Q1,assign to class (Bobby Timmons),,
2,598,Q18924,P11,Q18807,associate item with Linking Lost Jazz Shrines (Bobby Timmons),,
2,599,Q18924,P8,"""Q132341""",add wikidata QID (Bobby Timmons),,
2,600,Q18924,P9,https://www.wikidata.org/wiki/Q132341,add wikidata URI (Bobby Timmons),,
2,601,Q18925,P1,Q1,assign to class (Buddy Williams),,
2,602,Q18925,P11,Q18807,associate item with Linking Lost Jazz Shrines (Buddy Williams),,
2,603,Q18925,P8,"""Q4984966""",add wikidata QID (Buddy Williams),,
2,604,Q18925,P9,https://www.wikidata.org/wiki/Q4984966,add wikidata URI (Buddy Williams),,
2,605,Q18926,P1,Q1,assign to class (Burt Keyes),,
2,606,Q18926,P11,Q18807,associate item with Linking Lost Jazz Shrines (Burt Keyes),,
2,607,Q18926,P8,"""Q61812707""",add wikidata QID (Burt Keyes),,
2,608,Q18926,P9,https://www.wikidata.org/wiki/Q61812707,add wikidata URI (Burt Keyes),,
2,609,Q18927,P1,Q1,assign to class (Cannon Miller),,
2,610,Q18927,P11,Q18807,associate item with Linking Lost Jazz Shrines (Cannon Miller),,
