batch, admin sort,QID,PROPERTY,VALUE, admin note,date enhanced,method
2,611,Q18928,P1,Q1,assign to class (Carlos Patato Valdes),,
2,612,Q18928,P11,Q18807,associate item with Linking Lost Jazz Shrines (Carlos Patato Valdes),,
2,613,Q18928,P8,"""Q947392""",add wikidata QID (Carlos Patato Valdes),,
2,614,Q18928,P9,https://www.wikidata.org/wiki/Q947392,add wikidata URI (Carlos Patato Valdes),,
2,615,Q18929,P1,Q1,assign to class (Carlos Garnett),,
2,616,Q18929,P11,Q18807,associate item with Linking Lost Jazz Shrines (Carlos Garnett),,
2,617,Q18929,P8,"""Q212339""",add wikidata QID (Carlos Garnett),,
2,618,Q18929,P9,https://www.wikidata.org/wiki/Q212339,add wikidata URI (Carlos Garnett),,
2,619,Q18930,P1,Q1,assign to class (Cecil Bolden),,
2,620,Q18930,P11,Q18807,associate item with Linking Lost Jazz Shrines (Cecil Bolden),,
2,621,Q18931,P1,Q1,assign to class (Cecil Payne),,
2,622,Q18931,P11,Q18807,associate item with Linking Lost Jazz Shrines (Cecil Payne),,
2,623,Q18931,P8,"""Q485927""",add wikidata QID (Cecil Payne),,
2,624,Q18931,P9,https://www.wikidata.org/wiki/Q485927,add wikidata URI (Cecil Payne),,
2,625,Q18932,P1,Q1,assign to class (Chief Bey),,
2,626,Q18932,P11,Q18807,associate item with Linking Lost Jazz Shrines (Chief Bey),,
2,627,Q18932,P8,"""Q5096668""",add wikidata QID (Chief Bey),,
2,628,Q18932,P9,https://www.wikidata.org/wiki/Q5096668,add wikidata URI (Chief Bey),,
2,629,Q18933,P1,Q1,assign to class (Clifford Jarvis),,
2,630,Q18933,P11,Q18807,associate item with Linking Lost Jazz Shrines (Clifford Jarvis),,
2,631,Q18933,P8,"""Q356881""",add wikidata QID (Clifford Jarvis),,
2,632,Q18933,P9,https://www.wikidata.org/wiki/Q356881,add wikidata URI (Clifford Jarvis),,
2,633,Q18934,P1,Q1,assign to class (Curtis Mayfield),,
2,634,Q18934,P11,Q18807,associate item with Linking Lost Jazz Shrines (Curtis Mayfield),,
2,635,Q18934,P8,"""Q310170""",add wikidata QID (Curtis Mayfield),,
2,636,Q18934,P9,https://www.wikidata.org/wiki/Q310170,add wikidata URI (Curtis Mayfield),,
2,637,Q18935,P1,Q1,assign to class (Enos Payne),,
2,638,Q18935,P11,Q18807,associate item with Linking Lost Jazz Shrines (Enos Payne),,
2,639,Q18935,P8,"""Q65554916""",add wikidata QID (Enos Payne),,
2,640,Q18935,P9,https://www.wikidata.org/wiki/Q65554916,add wikidata URI (Enos Payne),,
2,641,Q18936,P1,Q1,assign to class (Donald Sangster),,
2,642,Q18936,P11,Q18807,associate item with Linking Lost Jazz Shrines (Donald Sangster),,
2,643,Q18936,P8,"""Q65554926""",add wikidata QID (Donald Sangster),,
2,644,Q18936,P9,https://www.wikidata.org/wiki/Q65554926,add wikidata URI (Donald Sangster),,
2,645,Q18937,P1,Q1,assign to class (Doug Carn),,
2,646,Q18937,P11,Q18807,associate item with Linking Lost Jazz Shrines (Doug Carn),,
2,647,Q18937,P8,"""Q2787266""",add wikidata QID (Doug Carn),,
2,648,Q18937,P9,https://www.wikidata.org/wiki/Q2787266,add wikidata URI (Doug Carn),,
2,649,Q18938,P1,Q1,assign to class (Ed Beach),,
2,650,Q18938,P11,Q18807,associate item with Linking Lost Jazz Shrines (Ed Beach),,
2,651,Q18939,P1,Q1,assign to class (Eddie Freeman),,
2,652,Q18939,P11,Q18807,associate item with Linking Lost Jazz Shrines (Eddie Freeman),,
2,653,Q18939,P8,"""Q5336042""",add wikidata QID (Eddie Freeman),,
2,654,Q18939,P9,https://www.wikidata.org/wiki/Q5336042,add wikidata URI (Eddie Freeman),,
2,655,Q18940,P1,Q1,assign to class (Eddie Hamilton),,
2,656,Q18940,P11,Q18807,associate item with Linking Lost Jazz Shrines (Eddie Hamilton),,
2,657,Q18941,P1,Q1,assign to class (Edwin Stoute),,
2,658,Q18941,P11,Q18807,associate item with Linking Lost Jazz Shrines (Edwin Stoute),,
2,659,Q18941,P8,"""Q65554906""",add wikidata QID (Edwin Stoute),,
2,660,Q18941,P9,https://www.wikidata.org/wiki/Q65554906,add wikidata URI (Edwin Stoute),,
2,661,Q18942,P1,Q1,assign to class (Elaine Applin),,
2,662,Q18942,P11,Q18807,associate item with Linking Lost Jazz Shrines (Elaine Applin),,
2,663,Q18943,P1,Q1,assign to class (Ernie Henry),,
2,664,Q18943,P11,Q18807,associate item with Linking Lost Jazz Shrines (Ernie Henry),,
2,665,Q18943,P8,"""Q1356914""",add wikidata QID (Ernie Henry),,
2,666,Q18943,P9,https://www.wikidata.org/wiki/Q1356914,add wikidata URI (Ernie Henry),,
2,667,Q18944,P1,Q1,assign to class (Etta Jones),,
2,668,Q18944,P11,Q18807,associate item with Linking Lost Jazz Shrines (Etta Jones),,
2,669,Q18944,P8,"""Q463113""",add wikidata QID (Etta Jones),,
2,670,Q18944,P9,https://www.wikidata.org/wiki/Q463113,add wikidata URI (Etta Jones),,
2,671,Q18945,P1,Q1,assign to class (Fab Five Freddy),,
2,672,Q18945,P11,Q18807,associate item with Linking Lost Jazz Shrines (Fab Five Freddy),,
2,673,Q18945,P8,"""Q958532""",add wikidata QID (Fab Five Freddy),,
2,674,Q18945,P9,https://www.wikidata.org/wiki/Q958532,add wikidata URI (Fab Five Freddy),,
2,675,Q18946,P1,Q1,assign to class (Frankie Lyman),,
2,676,Q18946,P11,Q18807,associate item with Linking Lost Jazz Shrines (Frankie Lyman),,
2,677,Q18946,P8,"""Q683420""",add wikidata QID (Frankie Lyman),,
2,678,Q18946,P9,https://www.wikidata.org/wiki/Q683420,add wikidata URI (Frankie Lyman),,
2,679,Q18947,P1,Q1,"assign to class (Fred Braithwaite, Sr.)",,
2,680,Q18947,P11,Q18807,"associate item with Linking Lost Jazz Shrines (Fred Braithwaite, Sr.)",,
2,681,Q18947,P8,"""Q65554917""","add wikidata QID (Fred Braithwaite, Sr.)",,
2,682,Q18947,P9,https://www.wikidata.org/wiki/Q65554917,"add wikidata URI (Fred Braithwaite, Sr.)",,
2,683,Q18948,P1,Q1,assign to class (Freddie Cole),,
2,684,Q18948,P11,Q18807,associate item with Linking Lost Jazz Shrines (Freddie Cole),,
2,685,Q18948,P8,"""Q180408""",add wikidata QID (Freddie Cole),,
2,686,Q18948,P9,https://www.wikidata.org/wiki/Q180408,add wikidata URI (Freddie Cole),,
2,687,Q18949,P1,Q1,assign to class (Gary Bartz),,
2,688,Q18949,P11,Q18807,associate item with Linking Lost Jazz Shrines (Gary Bartz),,
2,689,Q18949,P8,"""Q1494823""",add wikidata QID (Gary Bartz),,
2,690,Q18949,P9,https://www.wikidata.org/wiki/Q1494823,add wikidata URI (Gary Bartz),,
2,691,Q18950,P1,Q1,assign to class (Gil Coggins),,
2,692,Q18950,P11,Q18807,associate item with Linking Lost Jazz Shrines (Gil Coggins),,
2,693,Q18950,P8,"""Q1523803""",add wikidata QID (Gil Coggins),,
2,694,Q18950,P9,https://www.wikidata.org/wiki/Q1523803,add wikidata URI (Gil Coggins),,
2,695,Q18951,P1,Q1,assign to class (Grant Green),,
2,696,Q18951,P11,Q18807,associate item with Linking Lost Jazz Shrines (Grant Green),,
2,697,Q18951,P8,"""Q601427""",add wikidata QID (Grant Green),,
2,698,Q18951,P9,https://www.wikidata.org/wiki/Q601427,add wikidata URI (Grant Green),,
2,699,Q18952,P1,Q1,assign to class (Haki R. Madhubuti),,
2,700,Q18952,P11,Q18807,associate item with Linking Lost Jazz Shrines (Haki R. Madhubuti),,
2,701,Q18952,P8,"""Q5640451""",add wikidata QID (Haki R. Madhubuti),,
2,702,Q18952,P9,https://www.wikidata.org/wiki/Q5640451,add wikidata URI (Haki R. Madhubuti),,
2,703,Q18953,P1,Q1,assign to class (Harold Cumberbatch),,
2,704,Q18953,P11,Q18807,associate item with Linking Lost Jazz Shrines (Harold Cumberbatch),,
2,705,Q18953,P8,"""Q69103316""",add wikidata QID (Harold Cumberbatch),,
2,706,Q18953,P9,https://www.wikidata.org/wiki/Q69103316,add wikidata URI (Harold Cumberbatch),,
2,707,Q18954,P1,Q1,assign to class (Harold Mabern),,
2,708,Q18954,P11,Q18807,associate item with Linking Lost Jazz Shrines (Harold Mabern),,
2,709,Q18954,P8,"""Q323490""",add wikidata QID (Harold Mabern),,
2,710,Q18954,P9,https://www.wikidata.org/wiki/Q323490,add wikidata URI (Harold Mabern),,
2,711,Q18955,P1,Q1,assign to class (Harold Valle),,
2,712,Q18955,P11,Q18807,associate item with Linking Lost Jazz Shrines (Harold Valle),,
2,713,Q18955,P8,"""Q65554903""",add wikidata QID (Harold Valle),,
2,714,Q18955,P9,https://www.wikidata.org/wiki/Q65554903,add wikidata URI (Harold Valle),,
2,715,Q18956,P1,Q1,assign to class (Irvin Burgie),,
2,716,Q18956,P11,Q18807,associate item with Linking Lost Jazz Shrines (Irvin Burgie),,
2,717,Q18957,P1,Q1,assign to class (James Spaulding),,
2,718,Q18957,P11,Q18807,associate item with Linking Lost Jazz Shrines (James Spaulding),,
2,719,Q18957,P8,"""Q1681118""",add wikidata QID (James Spaulding),,
2,720,Q18957,P9,https://www.wikidata.org/wiki/Q1681118,add wikidata URI (James Spaulding),,
2,721,Q18958,P1,Q1,assign to class (James Sykes),,
2,722,Q18958,P11,Q18807,associate item with Linking Lost Jazz Shrines (James Sykes),,
2,723,Q18959,P1,Q1,assign to class (Jean Cam),,
2,724,Q18959,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jean Cam),,
2,725,Q18960,P1,Q1,assign to class (Jean Carn),,
2,726,Q18960,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jean Carn),,
2,727,Q18960,P8,"""Q6170374""",add wikidata QID (Jean Carn),,
2,728,Q18960,P9,https://www.wikidata.org/wiki/Q6170374,add wikidata URI (Jean Carn),,
2,729,Q18961,P1,Q1,assign to class (Jean Michel Basquiat),,
2,730,Q18961,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jean Michel Basquiat),,
2,731,Q18961,P8,"""Q155407""",add wikidata QID (Jean Michel Basquiat),,
2,732,Q18961,P9,https://www.wikidata.org/wiki/Q155407,add wikidata URI (Jean Michel Basquiat),,
2,733,Q18962,P1,Q1,assign to class (Jean Spaulding),,
2,734,Q18962,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jean Spaulding),,
2,735,Q18963,P1,Q1,assign to class (Jennifer Scott),,
2,736,Q18963,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jennifer Scott),,
2,737,Q18964,P1,Q1,assign to class (Jim Harrison),,
2,738,Q18964,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jim Harrison),,
2,739,Q18965,P1,Q1,assign to class (Jimmy Gittens),,
2,740,Q18965,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jimmy Gittens),,
2,741,Q18965,P8,"""Q65554918""",add wikidata QID (Jimmy Gittens),,
2,742,Q18965,P9,https://www.wikidata.org/wiki/Q65554918,add wikidata URI (Jimmy Gittens),,
2,743,Q18966,P1,Q1,assign to class (Jimmy Morton),,
2,744,Q18966,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jimmy Morton),,
2,745,Q18966,P8,"""Q65554908""",add wikidata QID (Jimmy Morton),,
2,746,Q18966,P9,https://www.wikidata.org/wiki/Q65554908,add wikidata URI (Jimmy Morton),,
2,747,Q18967,P1,Q1,assign to class (Jitu Weusi),,
2,748,Q18967,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jitu Weusi),,
2,749,Q18967,P8,"""Q55418244""",add wikidata QID (Jitu Weusi),,
2,750,Q18967,P9,https://www.wikidata.org/wiki/Q55418244,add wikidata URI (Jitu Weusi),,
2,751,Q18968,P1,Q1,assign to class (Jo Ann Cheatham),,
2,752,Q18968,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jo Ann Cheatham),,
2,753,Q18968,P8,"""Q65548169""",add wikidata QID (Jo Ann Cheatham),,
2,754,Q18968,P9,https://www.wikidata.org/wiki/Q65548169,add wikidata URI (Jo Ann Cheatham),,
2,755,Q18969,P1,Q1,assign to class (Joe Carroll),,
2,756,Q18969,P11,Q18807,associate item with Linking Lost Jazz Shrines (Joe Carroll),,
2,757,Q18969,P8,"""Q916929""",add wikidata QID (Joe Carroll),,
2,758,Q18969,P9,https://www.wikidata.org/wiki/Q916929,add wikidata URI (Joe Carroll),,
2,759,Q18970,P1,Q1,assign to class (Joe Knight),,
2,760,Q18970,P11,Q18807,associate item with Linking Lost Jazz Shrines (Joe Knight),,
2,761,Q18970,P8,"""Q55820361""",add wikidata QID (Joe Knight),,
2,762,Q18970,P9,https://www.wikidata.org/wiki/Q55820361,add wikidata URI (Joe Knight),,
2,763,Q18971,P1,Q1,assign to class (Joe Long),,
2,764,Q18971,P11,Q18807,associate item with Linking Lost Jazz Shrines (Joe Long),,
2,765,Q18971,P8,"""Q3433512""",add wikidata QID (Joe Long),,
2,766,Q18971,P9,https://www.wikidata.org/wiki/Q3433512,add wikidata URI (Joe Long),,
2,767,Q18972,P1,Q1,assign to class (John Orr),,
2,768,Q18972,P11,Q18807,associate item with Linking Lost Jazz Shrines (John Orr),,
2,769,Q18973,P1,Q1,assign to class (John Stevenson),,
2,770,Q18973,P11,Q18807,associate item with Linking Lost Jazz Shrines (John Stevenson),,
2,771,Q18973,P8,"""Q69103541""",add wikidata QID (John Stevenson),,
2,772,Q18973,P9,https://www.wikidata.org/wiki/Q69103541,add wikidata URI (John Stevenson),,
2,773,Q18974,P1,Q1,assign to class (Jymie Merritt),,
2,774,Q18974,P11,Q18807,associate item with Linking Lost Jazz Shrines (Jymie Merritt),,
2,775,Q18974,P8,"""Q1714736""",add wikidata QID (Jymie Merritt),,
2,776,Q18974,P9,https://www.wikidata.org/wiki/Q1714736,add wikidata URI (Jymie Merritt),,
2,777,Q18975,P1,Q1,assign to class (Kaitlyn Greenridge),,
2,778,Q18975,P11,Q18807,associate item with Linking Lost Jazz Shrines (Kaitlyn Greenridge),,
2,779,Q18976,P1,Q1,assign to class (Keisha St Joan),,
2,780,Q18976,P11,Q18807,associate item with Linking Lost Jazz Shrines (Keisha St Joan),,
2,781,Q18976,P8,"""Q65554904""",add wikidata QID (Keisha St Joan),,
2,782,Q18976,P9,https://www.wikidata.org/wiki/Q65554904,add wikidata URI (Keisha St Joan),,
2,783,Q18977,P1,Q1,assign to class (Kenny G),,
2,784,Q18977,P11,Q18807,associate item with Linking Lost Jazz Shrines (Kenny G),,
2,785,Q18977,P8,"""Q295777""",add wikidata QID (Kenny G),,
2,786,Q18977,P9,https://www.wikidata.org/wiki/Q295777,add wikidata URI (Kenny G),,
2,787,Q18978,P1,Q1,assign to class (Kenyatta Beasley),,
2,788,Q18978,P11,Q18807,associate item with Linking Lost Jazz Shrines (Kenyatta Beasley),,
2,789,Q18978,P8,"""Q61742206""",add wikidata QID (Kenyatta Beasley),,
2,790,Q18978,P9,https://www.wikidata.org/wiki/Q61742206,add wikidata URI (Kenyatta Beasley),,
2,791,Q18979,P1,Q1,assign to class (Kiane Ziwadi),,
2,792,Q18979,P11,Q18807,associate item with Linking Lost Jazz Shrines (Kiane Ziwadi),,
2,793,Q18979,P8,"""Q822606""",add wikidata QID (Kiane Ziwadi),,
2,794,Q18979,P9,https://www.wikidata.org/wiki/Q822606,add wikidata URI (Kiane Ziwadi),,
2,795,Q18980,P1,Q1,assign to class (Kwesi Mensah Wali),,
2,796,Q18980,P11,Q18807,associate item with Linking Lost Jazz Shrines (Kwesi Mensah Wali),,
2,797,Q18980,P8,"""Q65554902""",add wikidata QID (Kwesi Mensah Wali),,
2,798,Q18980,P9,https://www.wikidata.org/wiki/Q65554902,add wikidata URI (Kwesi Mensah Wali),,
2,799,Q18981,P1,Q1,assign to class (Larry Ridley),,
2,800,Q18981,P11,Q18807,associate item with Linking Lost Jazz Shrines (Larry Ridley),,
2,801,Q18981,P8,"""Q1724922""",add wikidata QID (Larry Ridley),,
2,802,Q18981,P9,https://www.wikidata.org/wiki/Q1724922,add wikidata URI (Larry Ridley),,
2,803,Q18982,P1,Q1,assign to class (Lefty Morris),,
2,804,Q18982,P11,Q18807,associate item with Linking Lost Jazz Shrines (Lefty Morris),,
2,805,Q18983,P1,Q1,assign to class (Leon Thomas),,
2,806,Q18983,P11,Q18807,associate item with Linking Lost Jazz Shrines (Leon Thomas),,
2,807,Q18983,P8,"""Q1497852""",add wikidata QID (Leon Thomas),,
2,808,Q18983,P9,https://www.wikidata.org/wiki/Q1497852,add wikidata URI (Leon Thomas),,
2,809,Q18984,P1,Q1,assign to class (Leonard Hawkins),,
2,810,Q18984,P11,Q18807,associate item with Linking Lost Jazz Shrines (Leonard Hawkins),,
2,811,Q18984,P8,"""Q6525364""",add wikidata QID (Leonard Hawkins),,
2,812,Q18984,P9,https://www.wikidata.org/wiki/Q6525364,add wikidata URI (Leonard Hawkins),,
2,813,Q18985,P1,Q1,assign to class (Leroy Applin),,
2,814,Q18985,P11,Q18807,associate item with Linking Lost Jazz Shrines (Leroy Applin),,
2,815,Q18985,P8,"""Q65554925""",add wikidata QID (Leroy Applin),,
2,816,Q18985,P9,https://www.wikidata.org/wiki/Q65554925,add wikidata URI (Leroy Applin),,
2,817,Q18986,P1,Q1,assign to class (Louis Hayes),,
2,818,Q18986,P11,Q18807,associate item with Linking Lost Jazz Shrines (Louis Hayes),,
2,819,Q18986,P8,"""Q330240""",add wikidata QID (Louis Hayes),,
2,820,Q18986,P9,https://www.wikidata.org/wiki/Q330240,add wikidata URI (Louis Hayes),,
2,821,Q18987,P1,Q1,assign to class (Louis Rivera-Reyes),,
2,822,Q18987,P11,Q18807,associate item with Linking Lost Jazz Shrines (Louis Rivera-Reyes),,
2,823,Q18987,P8,"""Q65554915""",add wikidata QID (Louis Rivera-Reyes),,
2,824,Q18987,P9,https://www.wikidata.org/wiki/Q65554915,add wikidata URI (Louis Rivera-Reyes),,
2,825,Q18988,P1,Q1,assign to class (Lucky Emmett),,
2,826,Q18988,P11,Q18807,associate item with Linking Lost Jazz Shrines (Lucky Emmett),,
2,827,Q18989,P1,Q1,assign to class (Marge Elliott),,
2,828,Q18989,P11,Q18807,associate item with Linking Lost Jazz Shrines (Marge Elliott),,
2,829,Q18990,P1,Q1,assign to class (Maurice Brown),,
2,830,Q18990,P11,Q18807,associate item with Linking Lost Jazz Shrines (Maurice Brown),,
2,831,Q18990,P8,"""Q18358111""",add wikidata QID (Maurice Brown),,
2,832,Q18990,P9,https://www.wikidata.org/wiki/Q18358111,add wikidata URI (Maurice Brown),,
2,833,Q18991,P1,Q1,assign to class (Maxine Gordon),,
2,834,Q18991,P11,Q18807,associate item with Linking Lost Jazz Shrines (Maxine Gordon),,
2,835,Q18992,P1,Q1,assign to class (Mel Rhyne),,
2,836,Q18992,P11,Q18807,associate item with Linking Lost Jazz Shrines (Mel Rhyne),,
2,837,Q18992,P8,"""Q1919793""",add wikidata QID (Mel Rhyne),,
2,838,Q18992,P9,https://www.wikidata.org/wiki/Q1919793,add wikidata URI (Mel Rhyne),,
2,839,Q18993,P1,Q1,assign to class (Melba Joyce),,
2,840,Q18993,P11,Q18807,associate item with Linking Lost Jazz Shrines (Melba Joyce),,
2,841,Q18993,P8,"""Q20640817""",add wikidata QID (Melba Joyce),,
2,842,Q18993,P9,https://www.wikidata.org/wiki/Q20640817,add wikidata URI (Melba Joyce),,
2,843,Q18994,P1,Q1,assign to class (Melvin Sparks),,
2,844,Q18994,P11,Q18807,associate item with Linking Lost Jazz Shrines (Melvin Sparks),,
2,845,Q18994,P8,"""Q1283540""",add wikidata QID (Melvin Sparks),,
2,846,Q18994,P9,https://www.wikidata.org/wiki/Q1283540,add wikidata URI (Melvin Sparks),,
2,847,Q18995,P1,Q1,assign to class (Michael Babatunde Olatunji),,
2,848,Q18995,P11,Q18807,associate item with Linking Lost Jazz Shrines (Michael Babatunde Olatunji),,
2,849,Q18995,P8,"""Q797599""",add wikidata QID (Michael Babatunde Olatunji),,
2,850,Q18995,P9,https://www.wikidata.org/wiki/Q797599,add wikidata URI (Michael Babatunde Olatunji),,
2,851,Q18996,P1,Q1,assign to class (Michael Howard),,
2,852,Q18996,P11,Q18807,associate item with Linking Lost Jazz Shrines (Michael Howard),,
2,853,Q18996,P8,"""Q65967248""",add wikidata QID (Michael Howard),,
2,854,Q18996,P9,https://www.wikidata.org/wiki/Q65967248,add wikidata URI (Michael Howard),,
2,855,Q18997,P1,Q1,assign to class (Michael Ridley),,
2,856,Q18997,P11,Q18807,associate item with Linking Lost Jazz Shrines (Michael Ridley),,
2,857,Q18997,P8,"""Q72888691""",add wikidata QID (Michael Ridley),,
2,858,Q18997,P9,https://www.wikidata.org/wiki/Q72888691,add wikidata URI (Michael Ridley),,
2,859,Q18998,P1,Q1,assign to class (Muhal Richard Abrams),,
2,860,Q18998,P11,Q18807,associate item with Linking Lost Jazz Shrines (Muhal Richard Abrams),,
2,861,Q18998,P8,"""Q729293""",add wikidata QID (Muhal Richard Abrams),,
2,862,Q18998,P9,https://www.wikidata.org/wiki/Q729293,add wikidata URI (Muhal Richard Abrams),,
2,863,Q18999,P1,Q1,assign to class (Nat White),,
2,864,Q18999,P11,Q18807,associate item with Linking Lost Jazz Shrines (Nat White),,
2,865,Q19000,P1,Q1,assign to class (Nellie Monk),,
2,866,Q19000,P11,Q18807,associate item with Linking Lost Jazz Shrines (Nellie Monk),,
2,867,Q19001,P1,Q1,assign to class (Onaje Allan Gumbs),,
2,868,Q19001,P11,Q18807,associate item with Linking Lost Jazz Shrines (Onaje Allan Gumbs),,
2,869,Q19001,P8,"""Q2023706""",add wikidata QID (Onaje Allan Gumbs),,
2,870,Q19001,P9,https://www.wikidata.org/wiki/Q2023706,add wikidata URI (Onaje Allan Gumbs),,
2,871,Q19002,P1,Q1,assign to class (Orville O'Brien),,
2,872,Q19002,P11,Q18807,associate item with Linking Lost Jazz Shrines (Orville O'Brien),,
2,873,Q19002,P8,"""Q65554920""",add wikidata QID (Orville O'Brien),,
2,874,Q19002,P9,https://www.wikidata.org/wiki/Q65554920,add wikidata URI (Orville O'Brien),,
2,875,Q19003,P1,Q1,assign to class (Otis Redding),,
2,876,Q19003,P11,Q18807,associate item with Linking Lost Jazz Shrines (Otis Redding),,
2,877,Q19003,P8,"""Q217839""",add wikidata QID (Otis Redding),,
2,878,Q19003,P9,https://www.wikidata.org/wiki/Q217839,add wikidata URI (Otis Redding),,
2,879,Q19004,P1,Q1,assign to class (Pamela Green),,
2,880,Q19004,P11,Q18807,associate item with Linking Lost Jazz Shrines (Pamela Green),,
2,881,Q19005,P1,Q1,assign to class (Paul Parker),,
2,882,Q19005,P11,Q18807,associate item with Linking Lost Jazz Shrines (Paul Parker),,
2,883,Q19005,P8,"""Q65554922""",add wikidata QID (Paul Parker),,
2,884,Q19005,P9,https://www.wikidata.org/wiki/Q65554922,add wikidata URI (Paul Parker),,
2,885,Q19006,P1,Q1,assign to class (Paul Serrano),,
2,886,Q19006,P11,Q18807,associate item with Linking Lost Jazz Shrines (Paul Serrano),,
2,887,Q19006,P8,"""Q18918580""",add wikidata QID (Paul Serrano),,
2,888,Q19006,P9,https://www.wikidata.org/wiki/Q18918580,add wikidata URI (Paul Serrano),,
2,889,Q19007,P1,Q1,assign to class (Pete LaRoca),,
2,890,Q19007,P11,Q18807,associate item with Linking Lost Jazz Shrines (Pete LaRoca),,
2,891,Q19007,P8,"""Q83714""",add wikidata QID (Pete LaRoca),,
2,892,Q19007,P9,https://www.wikidata.org/wiki/Q83714,add wikidata URI (Pete LaRoca),,
2,893,Q19008,P1,Q1,assign to class (Rafik Williamson),,
2,894,Q19008,P11,Q18807,associate item with Linking Lost Jazz Shrines (Rafik Williamson),,
2,895,Q19008,P8,"""Q69168194""",add wikidata QID (Rafik Williamson),,
2,896,Q19008,P9,https://www.wikidata.org/wiki/Q69168194,add wikidata URI (Rafik Williamson),,
2,897,Q19009,P1,Q1,assign to class (Rashim),,
2,898,Q19009,P11,Q18807,associate item with Linking Lost Jazz Shrines (Rashim),,
2,899,Q19010,P1,Q1,assign to class (Rashim Asu),,
2,900,Q19010,P11,Q18807,associate item with Linking Lost Jazz Shrines (Rashim Asu),,
2,901,Q19010,P8,"""Q69916740""",add wikidata QID (Rashim Asu),,
2,902,Q19010,P9,https://www.wikidata.org/wiki/Q69916740,add wikidata URI (Rashim Asu),,
2,903,Q19011,P1,Q1,assign to class (Ray Abrams),,
2,904,Q19011,P11,Q18807,associate item with Linking Lost Jazz Shrines (Ray Abrams),,
2,905,Q19011,P8,"""Q1254518""",add wikidata QID (Ray Abrams),,
2,906,Q19011,P9,https://www.wikidata.org/wiki/Q1254518,add wikidata URI (Ray Abrams),,
2,907,Q19012,P1,Q1,assign to class (Rector Bailey),,
2,908,Q19012,P11,Q18807,associate item with Linking Lost Jazz Shrines (Rector Bailey),,
2,909,Q19012,P8,"""Q29110343""",add wikidata QID (Rector Bailey),,
2,910,Q19012,P9,https://www.wikidata.org/wiki/Q29110343,add wikidata URI (Rector Bailey),,
2,911,Q19013,P1,Q1,assign to class (Richard (Dickie) Habersham-Bey),,
2,912,Q19013,P11,Q18807,associate item with Linking Lost Jazz Shrines (Richard (Dickie) Habersham-Bey),,
2,913,Q19013,P8,"""Q65554907""",add wikidata QID (Richard (Dickie) Habersham-Bey),,
2,914,Q19013,P9,https://www.wikidata.org/wiki/Q65554907,add wikidata URI (Richard (Dickie) Habersham-Bey),,
2,915,Q19014,P1,Q1,assign to class (Richard Otto),,
2,916,Q19014,P11,Q18807,associate item with Linking Lost Jazz Shrines (Richard Otto),,
2,917,Q19015,P1,Q1,assign to class (Robin Kelley),,
2,918,Q19015,P11,Q18807,associate item with Linking Lost Jazz Shrines (Robin Kelley),,
2,919,Q19016,P1,Q1,assign to class (Roger Wareham),,
2,920,Q19016,P11,Q18807,associate item with Linking Lost Jazz Shrines (Roger Wareham),,
2,921,Q19016,P8,"""Q65554900""",add wikidata QID (Roger Wareham),,
2,922,Q19016,P9,https://www.wikidata.org/wiki/Q65554900,add wikidata URI (Roger Wareham),,
2,923,Q19017,P1,Q1,assign to class (Roland Alexander),,
2,924,Q19017,P11,Q18807,associate item with Linking Lost Jazz Shrines (Roland Alexander),,
2,925,Q19017,P8,"""Q2162653""",add wikidata QID (Roland Alexander),,
2,926,Q19017,P9,https://www.wikidata.org/wiki/Q2162653,add wikidata URI (Roland Alexander),,
2,927,Q19018,P1,Q1,assign to class (Ron Warwell),,
2,928,Q19018,P11,Q18807,associate item with Linking Lost Jazz Shrines (Ron Warwell),,
2,929,Q19019,P1,Q1,assign to class (Ron Washington),,
2,930,Q19019,P11,Q18807,associate item with Linking Lost Jazz Shrines (Ron Washington),,
2,931,Q19020,P1,Q1,assign to class (Rosalind Blair),,
2,932,Q19020,P11,Q18807,associate item with Linking Lost Jazz Shrines (Rosalind Blair),,
2,933,Q19020,P8,"""Q65554924""",add wikidata QID (Rosalind Blair),,
2,934,Q19020,P9,https://www.wikidata.org/wiki/Q65554924,add wikidata URI (Rosalind Blair),,
2,935,Q19021,P1,Q1,assign to class (Sam Pinn),,
2,936,Q19021,P11,Q18807,associate item with Linking Lost Jazz Shrines (Sam Pinn),,
2,937,Q19021,P8,"""Q65554905""",add wikidata QID (Sam Pinn),,
2,938,Q19021,P9,https://www.wikidata.org/wiki/Q65554905,add wikidata URI (Sam Pinn),,
2,939,Q19022,P1,Q1,assign to class (Scoby Stroman),,
2,940,Q19022,P11,Q18807,associate item with Linking Lost Jazz Shrines (Scoby Stroman),,
2,941,Q19022,P8,"""Q1022567""",add wikidata QID (Scoby Stroman),,
2,942,Q19022,P9,https://www.wikidata.org/wiki/Q1022567,add wikidata URI (Scoby Stroman),,
