Willard Jenkins,,False
Harold Mabern,,False
George Coleman,,False
Frank Strozier,,False
Booker Little,,False
Walter Perkins,,False
Bob Cranshaw,,False
Willie Thomas,,False
Paul Serrano,,False
MJT+3,,False
Muhal Richard Abrams,,False
Brooklyn,,False
Al Plank,,False
Larry Ridley,,False
Freddie Hubbard,,False
Jimmy Spaulding,,False
Eubie Blake,,False
Mel Rhyne,,False
Paul Parker,,False
Percy Heath,,False
Max Roach,,False
Ben Holliman,,False
Virgil Jones,,False
Walt Miller,,False
The Jazz Contemporaries,,False
Slide Hampton Octet,,False
Birdland,,False
Lee Morgan,,False
Lou Donaldson,,False
Art Farmer,,False
Cedar Walton,,False
Pete LaRoca,,False
Clifford Jarvis,,False
Louis Hayes,,False
Slide Hampton,,False
Half Note,,False
Philly Joe Jones,,False
Jackie McLean,,False
Blue Mitchell,,False
Turbo Village,,False
The Blue Coronet,,False
Dexter Gordon,,False
Andrew Cyrille,,False
Barry Harris,,False
Tony Williams,,False
Tommy Williams,,False
Rector Bailey,,False
Baby Grand Brooklyn,,False
Club La Marchal,,False
Randy Weston,,False
Booker Ervin,,False
Scoby Strohman,,False
Club Baron,,False
Club 845,,False
Count Basie,,False
Art Blakey,,False
Tommy Flanagan,,False
Benny Golson,,False
Miles Davis,,False
Ron Carter,,False
Jimmy Cobb,,False
Betty Carter,,False
J.J. Johnson,,False
Lionel Hampton,,False
Cannonball Adderley,,False
Pee Wee Marquette,,False
Harry “Sweets” Edison,,False
The Jazztet,,False
Roy Haynes Quartet,,False
Rudy Van Gelder,,False
Palladium,,False
Jitu Weusi,,False
Jim Harrison,,False
Nat White,,False
Armando Peraza,,False
Tito Puente,,False
Machito,,False
Hank Mobley,,False
